trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2,3,4,5,6,7
10,0.3479641466283105,1,None,6,8,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,6,9,351,0.8,0,1,,,,,,,,
10,0.3479641466283105,1,None,6,10,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,6,11,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,7,0,270,0.8,0,1,3541.9000000000237,,,,,,,
10,0.3479641466283105,1,None,7,1,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,7,2,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,7,3,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,7,4,195,-0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,7,5,175,0.8,0,1,18456.400000000023,,,,,,,
10,0.3479641466283105,1,None,7,6,311,0.8,0,1,24006.79999999999,,,,,,,
10,0.3479641466283105,1,None,7,7,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,7,8,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,7,9,195,-0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,7,10,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,7,11,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,8,0,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,8,1,107,0.8,0,1,5254.799999999988,,,,,,,
10,0.3479641466283105,1,None,8,2,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,8,3,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,8,4,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,8,5,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,8,6,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,8,7,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,8,8,151,0.8,0,1,,,,,,,,
10,0.3479641466283105,1,None,8,9,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,8,10,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,8,11,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,9,0,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,9,1,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,9,2,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,9,3,1,0.8,0,1,13355.700000000012,,,,,,,
10,0.3479641466283105,1,None,9,4,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,9,5,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,9,6,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,9,7,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,9,8,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,9,9,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,9,10,177,-0.8,0,1,,,,,,,,
10,0.3479641466283105,1,None,9,11,284,0.8,0,1,,,,,,,,
10,0.3479641466283105,1,None,10,0,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,10,1,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,10,2,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,10,3,33,0.8,0,1,12972.400000000023,,,,,,,
10,0.3479641466283105,1,None,10,4,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,10,5,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,10,6,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,10,7,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,10,8,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,10,9,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,10,10,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,10,11,323,0.8,0,1,,,,,,,,
10,0.3479641466283105,1,None,11,0,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,11,1,117,0.8,0,1,4422.200000000012,,,,,,,
10,0.3479641466283105,1,None,11,2,336,0.8,0,1,12522.5,,,,,,,
10,0.3479641466283105,1,None,11,3,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,11,4,195,-0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,11,5,195,-0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,11,6,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,11,7,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,11,8,256,0.8,0,1,,,,,,,,
10,0.3479641466283105,1,None,11,9,195,-0.8,0,0,,,,,,,,
10,0.3479641466283105,1,None,11,10,26,0.8,0,1,,,,,,,,
10,0.3479641466283105,1,None,11,11,195,0.8,0,0,,,,,,,,
10,0.3479641466283105,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,304172.5,474.0,,,,,,
11,0.3769535475636704,1,Scale,0,0,344,0.7029054732564421,0,1,1151.0999999999767,,,,,,,
11,0.3769535475636704,1,Scale,0,1,246,0.7903380440972585,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,0,2,246,0.7683437878594703,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,0,3,160,0.867075155959582,0,1,17150.5,,,,,,,
11,0.3769535475636704,1,Scale,0,4,267,0.8903630161599464,0,1,17483.79999999999,,,,,,,
11,0.3769535475636704,1,Scale,0,5,246,0.6742988741010381,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,0,6,246,0.7387357639252866,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,0,7,246,-0.8648996637813322,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,0,8,246,0.6262158632800557,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,0,9,35,0.7922702549823145,0,1,,,,,,,,
11,0.3769535475636704,1,Scale,0,10,384,0.8184366554572747,0,1,,,,,,,,
11,0.3769535475636704,1,Scale,0,11,13,0.8329413040999397,0,1,,,,,,,,
11,0.3769535475636704,1,Scale,1,0,246,0.8995733041396945,0,0,1650.399999999965,2286.2999999999884,,,,,,
11,0.3769535475636704,1,Scale,1,1,255,0.6851135800347029,0,1,9860.399999999963,,,,,,,
11,0.3769535475636704,1,Scale,1,2,339,0.786768276757791,0,1,,,,,,,,
11,0.3769535475636704,1,Scale,1,3,246,0.8593285174904532,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,1,4,246,0.7089720623768368,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,1,5,246,0.6462932029590661,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,1,6,81,0.6930266351232271,0,1,,,,,,,,
11,0.3769535475636704,1,Scale,1,7,72,0.796490863862132,0,1,24715.099999999977,,,,,,,
11,0.3769535475636704,1,Scale,1,8,246,0.773607269485572,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,1,9,246,0.7820351635770462,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,1,10,246,0.7264412760696124,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,1,11,246,0.6964497070482171,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,2,0,34,0.7737549452263837,0,1,2700.7999999999884,,,,,,,
11,0.3769535475636704,1,Scale,2,1,246,-0.878668920261731,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,2,2,246,-0.8551897023793042,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,2,3,246,0.6273717862232151,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,2,4,367,0.6698152909909781,0,1,18114.599999999977,,,,,,,
11,0.3769535475636704,1,Scale,2,5,246,0.7873968097203893,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,2,6,246,0.669003630159559,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,2,7,246,0.7858784266673373,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,2,8,246,0.8047772154200902,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,2,9,246,0.6491383246050626,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,2,10,246,0.7730873858578866,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,2,11,246,-0.6273181112498207,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,3,0,246,0.6409005968556675,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,3,1,329,0.8601236532721943,0,1,9018.799999999988,,,,,,,
11,0.3769535475636704,1,Scale,3,2,206,0.634877427723546,0,1,11263.899999999963,,,,,,,
11,0.3769535475636704,1,Scale,3,3,303,0.659549806345123,0,1,16208.299999999988,,,,,,,
11,0.3769535475636704,1,Scale,3,4,373,0.8180338849948044,0,1,18525.5,,,,,,,
11,0.3769535475636704,1,Scale,3,5,246,0.822563270567923,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,3,6,246,0.6796054470873404,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,3,7,276,0.6847494442827142,0,1,,,,,,,,
11,0.3769535475636704,1,Scale,3,8,246,-0.6482307454610823,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,3,9,360,0.7339976970756559,0,1,29744.79999999999,,,,,,,
11,0.3769535475636704,1,Scale,3,10,246,0.6656862250285556,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,3,11,246,-0.8283417008950092,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,4,0,283,0.8792005335678188,0,1,3440.2999999999884,,,,,,,
11,0.3769535475636704,1,Scale,4,1,246,0.6438339149415754,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,4,2,246,0.7466349213570504,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,4,3,246,0.7643740825409473,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,4,4,336,0.8676234763744138,0,1,18894.899999999965,,,,,,,
11,0.3769535475636704,1,Scale,4,5,246,0.8461022070814017,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,4,6,246,0.6425271353397561,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,4,7,246,0.7324902046233335,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,4,8,36,0.602482534055619,0,1,26350.699999999957,,,,,,,
11,0.3769535475636704,1,Scale,4,9,83,0.783619645959249,0,1,29394.399999999965,,,,,,,
11,0.3769535475636704,1,Scale,4,10,246,0.7009485927901444,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,4,11,246,0.7431239472069514,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,5,0,246,0.6083100406121197,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,5,1,246,0.6105236645930093,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,5,2,296,0.6249399860002696,0,1,12513.699999999952,,,,,,,
11,0.3769535475636704,1,Scale,5,3,246,0.8846260313458774,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,5,4,246,0.8386182738202483,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,5,5,22,0.6975416056000763,0,1,21704.5,,,,,,,
11,0.3769535475636704,1,Scale,5,6,189,-0.8836260555420441,0,1,23768.699999999957,,,,,,,
11,0.3769535475636704,1,Scale,5,7,246,0.6787494252037047,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,5,8,182,0.8407791666910789,0,1,26022.399999999965,,,,,,,
11,0.3769535475636704,1,Scale,5,9,246,0.8673894079768518,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,5,10,246,-0.8000265768968796,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,5,11,250,0.8792598262367485,0,1,,,,,,,,
11,0.3769535475636704,1,Scale,6,0,290,0.7352396174578283,0,1,4392.899999999965,,,,,,,
11,0.3769535475636704,1,Scale,6,1,246,0.8163449844759651,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,6,2,246,0.729980513601768,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,6,3,246,0.8724022366097734,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,6,4,246,0.7042047346177367,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,6,5,246,0.8123191190373159,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,6,6,246,0.8061732556528848,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,6,7,246,0.6175446352583274,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,6,8,23,0.8277926255444596,0,1,26741.0,,,,,,,
11,0.3769535475636704,1,Scale,6,9,246,0.6596491911376706,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,6,10,190,0.6219403604729978,0,1,,,,,,,,
11,0.3769535475636704,1,Scale,6,11,203,0.8615344665685585,0,1,,,,,,,,
11,0.3769535475636704,1,Scale,7,0,246,0.6391603467534461,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,7,1,237,0.7863682002936949,0,1,7999.0,,,,,,,
11,0.3769535475636704,1,Scale,7,2,60,0.6708298600451992,0,1,12975.199999999952,,,,,,,
11,0.3769535475636704,1,Scale,7,3,246,0.7711435528437837,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,7,4,246,0.6942217163219315,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,7,5,228,0.8408540361930782,0,1,22263.399999999965,,,,,,,
11,0.3769535475636704,1,Scale,7,6,246,0.8398387817363874,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,7,7,246,0.7544419078123984,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,7,8,20,0.8663238688239461,0,1,27027.899999999965,,,,,,,
11,0.3769535475636704,1,Scale,7,9,246,-0.781541275473313,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,7,10,78,0.8767981703437399,0,1,,,,,,,,
11,0.3769535475636704,1,Scale,7,11,11,0.6840307367005116,0,1,,,,,,,,
11,0.3769535475636704,1,Scale,8,0,357,0.7816203841037108,0,1,5027.799999999988,,,,,,,
11,0.3769535475636704,1,Scale,8,1,153,0.8057800297212014,0,1,7669.599999999977,,,,,,,
11,0.3769535475636704,1,Scale,8,2,246,0.7155643737138819,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,8,3,74,0.892779771074006,0,1,15010.0,,,,,,,
11,0.3769535475636704,1,Scale,8,4,246,0.8068750998363303,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,8,5,251,0.791953851634073,0,1,22842.5,,,,,,,
11,0.3769535475636704,1,Scale,8,6,246,-0.646483066238941,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,8,7,130,0.6860539031657182,0,1,27547.899999999965,,,,,,,
11,0.3769535475636704,1,Scale,8,8,246,-0.688051595446002,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,8,9,246,0.722620949138716,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,8,10,246,0.8640260424706825,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,8,11,94,0.7033789821490464,0,1,,,,,,,,
11,0.3769535475636704,1,Scale,9,0,246,0.6152896676407792,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,9,1,207,0.8157203159988662,0,1,7260.0,,,,,,,
11,0.3769535475636704,1,Scale,9,2,195,0.8085593757108279,0,1,13947.0,,,,,,,
11,0.3769535475636704,1,Scale,9,3,12,0.8670864103986576,0,1,14499.899999999963,,,,,,,
11,0.3769535475636704,1,Scale,9,4,246,0.6577409712764164,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,9,5,246,0.7157867927663346,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,9,6,246,-0.6448851707876855,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,9,7,246,0.6756910949426583,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,9,8,246,0.6702323033124684,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,9,9,246,0.7876463517361104,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,9,10,246,0.8865076898541729,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,9,11,246,0.7355970707804194,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,10,0,246,0.8228459307868051,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,10,1,246,0.6112152237252544,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,10,2,246,0.7815082916355301,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,10,3,254,0.6761900292054431,0,1,,,,,,,,
11,0.3769535475636704,1,Scale,10,4,246,0.6442525989140394,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,10,5,119,0.7978039580623093,0,1,21036.399999999965,,,,,,,
11,0.3769535475636704,1,Scale,10,6,246,0.8234721500121485,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,10,7,246,0.6604658120992254,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,10,8,3,-0.6000038438155064,0,1,28067.599999999977,,,,,,,
11,0.3769535475636704,1,Scale,10,9,302,0.7357296518210071,0,1,28517.5,,,,,,,
11,0.3769535475636704,1,Scale,10,10,246,0.7390933261910716,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,10,11,246,0.7860587036424442,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,11,0,113,0.7479863783447169,0,1,6367.899999999965,,,,,,,
11,0.3769535475636704,1,Scale,11,1,354,0.826067133196399,0,1,6788.5,,,,,,,
11,0.3769535475636704,1,Scale,11,2,235,0.7328934152953608,0,1,,,,,,,,
11,0.3769535475636704,1,Scale,11,3,246,0.6698733255393798,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,11,4,246,0.7248624044059362,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,11,5,135,0.7880220658680512,0,1,20620.5,,,,,,,
11,0.3769535475636704,1,Scale,11,6,246,0.6389225165214623,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,11,7,246,0.7234886870464375,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,11,8,246,0.6195658137761331,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,11,9,246,0.7976863865427937,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,11,10,246,0.8393698827763169,0,0,,,,,,,,
11,0.3769535475636704,1,Scale,11,11,246,-0.6560927831714538,0,0,,,,,,,,
11,0.3769535475636704,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,335265.9,541.0,,,,,,
12,0.3130081618557188,1,Composite,0,0,143,0.832913052011593,-0.11349325991613002,0,,,,,,,,
12,0.3130081618557188,1,Composite,0,1,206,0.6047038773505798,1.5150340842169045,1,8833.699999999953,,,,,,,
12,0.3130081618557188,1,Composite,0,2,143,0.6654727381780564,-1.2904134017142303,0,,,,,,,,
12,0.3130081618557188,1,Composite,0,3,143,0.8651083582441456,1.5644049674846796,0,,,,,,,,
12,0.3130081618557188,1,Composite,0,4,143,0.7522349926787851,-1.474524738398664,0,,,,,,,,
12,0.3130081618557188,1,Composite,0,5,143,-0.8801352099530615,-1.5600344105146975,0,,,,,,,,
12,0.3130081618557188,1,Composite,0,6,265,0.8487412770687828,-1.5055597241311464,1,23742.0,,,,,,,
12,0.3130081618557188,1,Composite,0,7,143,0.7431657677673382,1.1304829414870512,0,,,,,,,,
12,0.3130081618557188,1,Composite,0,8,344,0.6588318198619031,1.5134401273341855,1,,,,,,,,
12,0.3130081618557188,1,Composite,0,9,135,0.8047282691507702,-0.8832280646035,1,,,,,,,,
12,0.3130081618557188,1,Composite,0,10,143,0.7496548245799965,-0.4493403703729124,0,,,,,,,,
12,0.3130081618557188,1,Composite,0,11,223,0.8215372139365937,-1.0821083163323408,1,,,,,,,,
12,0.3130081618557188,1,Composite,1,0,69,0.7869820828845682,1.0412234722218327,1,3157.699999999953,,,,,,,
12,0.3130081618557188,1,Composite,1,1,143,0.7272063279017207,0.5292636416899548,0,,,,,,,,
12,0.3130081618557188,1,Composite,1,2,258,0.7873153381137691,-0.910916293714678,1,9548.799999999988,,,,,,,
12,0.3130081618557188,1,Composite,1,3,143,0.8086194529700283,-0.18483068503791378,0,,,,,,,,
12,0.3130081618557188,1,Composite,1,4,209,0.6582678412188304,-0.08303855048228548,1,17620.099999999977,,,,,,,
12,0.3130081618557188,1,Composite,1,5,368,0.6469438018478603,0.030926302278533546,1,23082.699999999957,,,,,,,
12,0.3130081618557188,1,Composite,1,6,143,0.873705371779603,-0.686235315465167,0,,,,,,,,
12,0.3130081618557188,1,Composite,1,7,143,0.7572699014598043,0.7274765113024633,0,,,,,,,,
12,0.3130081618557188,1,Composite,1,8,383,-0.6051312007385082,-0.1821753688860892,1,,,,,,,,
12,0.3130081618557188,1,Composite,1,9,143,0.7358626216371819,-0.9500362608202905,0,,,,,,,,
12,0.3130081618557188,1,Composite,1,10,284,0.8057992977074172,-1.203126808642712,1,,,,,,,,
12,0.3130081618557188,1,Composite,1,11,143,0.6990076771297778,1.528164605153889,0,,,,,,,,
12,0.3130081618557188,1,Composite,2,0,211,0.6190401957842984,0.893196375093773,1,2779.5999999999767,,,,,,,
12,0.3130081618557188,1,Composite,2,1,143,0.8724379491018266,1.259738004981557,0,,,,,,,,
12,0.3130081618557188,1,Composite,2,2,85,0.75728388267179,-0.8679475681776685,1,9929.599999999977,,,,,,,
12,0.3130081618557188,1,Composite,2,3,143,0.8653240264762412,-1.305231371170553,0,,,,,,,,
12,0.3130081618557188,1,Composite,2,4,143,0.8732640628617241,-1.417857839158218,0,,,,,,,,
12,0.3130081618557188,1,Composite,2,5,143,0.8378133188760363,0.5022183184632079,0,,,,,,,,
12,0.3130081618557188,1,Composite,2,6,143,0.8198882390264416,0.16268312041510757,0,,,,,,,,
12,0.3130081618557188,1,Composite,2,7,143,0.8461021314686492,0.8993334343461945,0,,,,,,,,
12,0.3130081618557188,1,Composite,2,8,143,0.7702578780322444,1.2071144776437767,0,,,,,,,,
12,0.3130081618557188,1,Composite,2,9,143,-0.7240250948128314,0.8759386216075589,0,,,,,,,,
12,0.3130081618557188,1,Composite,2,10,143,0.6443231600072393,1.0638196395750534,0,,,,,,,,
12,0.3130081618557188,1,Composite,2,11,143,0.8351462696058272,-0.9911691038416958,0,,,,,,,,
12,0.3130081618557188,1,Composite,3,0,143,0.8636565814668566,0.7996516476207467,0,,,,,,,,
12,0.3130081618557188,1,Composite,3,1,143,0.8043363585460612,1.44422263038989,0,,,,,,,,
12,0.3130081618557188,1,Composite,3,2,5,0.830829836050965,-0.5761853671596393,1,10304.0,,,,,,,
12,0.3130081618557188,1,Composite,3,3,90,-0.6128203753839039,-1.1193855469684046,1,16699.599999999977,,,,,,,
12,0.3130081618557188,1,Composite,3,4,143,-0.6048783679280312,-0.7401683742923887,0,,,,,,,,
12,0.3130081618557188,1,Composite,3,5,143,0.7156801307325731,0.5415471734798314,0,,,,,,,,
12,0.3130081618557188,1,Composite,3,6,143,0.8193379107791219,-0.6787926616466386,0,,,,,,,,
12,0.3130081618557188,1,Composite,3,7,251,0.6157959573549024,-0.8568132513808551,1,,,,,,,,
12,0.3130081618557188,1,Composite,3,8,143,0.7643374577086188,0.314089973817713,0,,,,,,,,
12,0.3130081618557188,1,Composite,3,9,143,0.8032119864417928,-0.7423080432666107,0,,,,,,,,
12,0.3130081618557188,1,Composite,3,10,59,0.629232962700986,-1.448255143246767,1,,,,,,,,
12,0.3130081618557188,1,Composite,3,11,143,0.7439094076563575,0.3560783795673228,0,,,,,,,,
12,0.3130081618557188,1,Composite,4,0,143,0.7772662357342643,0.25812528150291114,0,,,,,,,,
12,0.3130081618557188,1,Composite,4,1,143,-0.6769720479289079,-0.6127133790531389,0,,,,,,,,
12,0.3130081618557188,1,Composite,4,2,11,0.8987333198761759,0.5586303103451473,1,10654.399999999963,,,,,,,
12,0.3130081618557188,1,Composite,4,3,203,0.6541286693667647,-0.004256018483367985,1,16127.299999999988,,,,,,,
12,0.3130081618557188,1,Composite,4,4,143,0.7641467800634877,1.0468365488223514,0,,,,,,,,
12,0.3130081618557188,1,Composite,4,5,143,0.8306563424981966,0.5571441551807452,0,,,,,,,,
12,0.3130081618557188,1,Composite,4,6,197,0.7738762734743756,-0.7702816279964318,1,,,,,,,,
12,0.3130081618557188,1,Composite,4,7,41,0.791629285156187,-0.028986522312474116,1,30000.79999999999,,,,,,,
12,0.3130081618557188,1,Composite,4,8,143,0.8757517406698809,0.17819925332477582,0,,,,,,,,
12,0.3130081618557188,1,Composite,4,9,143,0.8724975355147877,1.243769376861406,0,,,,,,,,
12,0.3130081618557188,1,Composite,4,10,139,0.6971136533518414,0.9643083933379244,1,,,,,,,,
12,0.3130081618557188,1,Composite,4,11,143,0.7079798283496077,-0.03543905375869638,0,,,,,,,,
12,0.3130081618557188,1,Composite,5,0,34,0.8127946232681893,-0.2174190402833931,1,1536.2999999999884,,,,,,,
12,0.3130081618557188,1,Composite,5,1,143,0.8182550575638279,-1.031345904853619,0,,,,,,,,
12,0.3130081618557188,1,Composite,5,2,143,-0.6455167958195384,0.7573293087473214,0,11824.199999999952,12657.599999999977,,,,,,
12,0.3130081618557188,1,Composite,5,3,269,0.8164366974040479,0.16233571575591443,1,15779.0,,,,,,,
12,0.3130081618557188,1,Composite,5,4,143,0.8701894144818125,-1.2108192664303625,0,18517.599999999977,19204.5,,,,,,
12,0.3130081618557188,1,Composite,5,5,143,-0.7963145687601205,0.6669323673667606,0,,,,,,,,
12,0.3130081618557188,1,Composite,5,6,143,0.8685908600170158,-1.3052855587729164,0,,,,,,,,
12,0.3130081618557188,1,Composite,5,7,370,0.8343482927984294,-0.7662109597537774,1,,,,,,,,
12,0.3130081618557188,1,Composite,5,8,143,0.7559196232300616,1.1563153739046447,0,,,,,,,,
12,0.3130081618557188,1,Composite,5,9,143,0.8148968484976109,0.8178959028352768,0,,,,,,,,
12,0.3130081618557188,1,Composite,5,10,143,0.775698538713087,-1.25949798681415,0,,,,,,,,
12,0.3130081618557188,1,Composite,5,11,143,0.7626685707482486,-1.44152941722372,0,,,,,,,,
12,0.3130081618557188,1,Composite,6,0,143,0.8345166567513124,0.8956445171420442,0,,,,,,,,
12,0.3130081618557188,1,Composite,6,1,143,0.7413760067031215,1.1647965637631827,0,,,,,,,,
12,0.3130081618557188,1,Composite,6,2,143,0.6230931490046858,0.8112356849475382,0,,,,,,,,
12,0.3130081618557188,1,Composite,6,3,264,0.6525799547460797,-1.4381723388205594,1,15163.599999999977,,,,,,,
12,0.3130081618557188,1,Composite,6,4,13,0.8451475971996952,-1.1317944295961477,1,19565.099999999977,,,,,,,
12,0.3130081618557188,1,Composite,6,5,123,0.6437071138244131,1.3381009415252647,1,22262.699999999957,,,,,,,
12,0.3130081618557188,1,Composite,6,6,143,0.750561072739045,0.27483251852268053,0,,,,,,,,
12,0.3130081618557188,1,Composite,6,7,39,0.809225655219326,1.2973743023704833,1,29206.79999999999,,,,,,,
12,0.3130081618557188,1,Composite,6,8,143,0.7443123396997731,-0.48402006429440547,0,,,,,,,,
12,0.3130081618557188,1,Composite,6,9,143,0.7439631791445856,-0.3478940611371879,0,,,,,,,,
12,0.3130081618557188,1,Composite,6,10,143,-0.6176735969506175,-0.4136937179705362,0,,,,,,,,
12,0.3130081618557188,1,Composite,6,11,143,0.782551326897234,-1.145122271820699,0,,,,,,,,
12,0.3130081618557188,1,Composite,7,0,143,0.8231501130933604,-1.475434918220632,0,,,,,,,,
12,0.3130081618557188,1,Composite,7,1,143,0.8339815210087145,-0.6374742894507991,0,,,,,,,,
12,0.3130081618557188,1,Composite,7,2,143,0.7896481241378886,-0.926375562483857,0,,,,,,,,
12,0.3130081618557188,1,Composite,7,3,369,0.8952561298248071,-0.5691586738853347,1,14819.399999999963,,,,,,,
12,0.3130081618557188,1,Composite,7,4,143,0.6493553822608993,0.6868600365298958,0,,,,,,,,
12,0.3130081618557188,1,Composite,7,5,143,0.8031194943175228,-0.03530196982525036,0,,,,,,,,
