trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2,3
1,0.3239046062414761,1,Scale,0,0,144,0.8288942665430846,0,0,,,,
1,0.3239046062414761,1,Scale,0,1,40,0.7316088984006301,0,1,2046.90000000014,,,
1,0.3239046062414761,1,Scale,0,2,144,0.7156092169144939,0,0,,,,
1,0.3239046062414761,1,Scale,0,3,283,0.6077348874699632,0,1,3913.1999999999534,,,
1,0.3239046062414761,1,Scale,1,0,144,0.8127421889385387,0,0,,,,
1,0.3239046062414761,1,Scale,1,1,144,0.6840894830432703,0,0,,,,
1,0.3239046062414761,1,Scale,1,2,325,0.6440777253758627,0,1,2638.8000000000466,,,
1,0.3239046062414761,1,Scale,1,3,144,0.6016088315480213,0,0,,,,
1,0.3239046062414761,1,Scale,2,0,144,0.6354842363764976,0,0,,,,
1,0.3239046062414761,1,Scale,2,1,144,0.8161500698906224,0,0,,,,
1,0.3239046062414761,1,Scale,2,2,144,0.881176693087245,0,0,,,,
1,0.3239046062414761,1,Scale,2,3,144,0.7155191305341118,0,0,,,,
1,0.3239046062414761,1,Scale,3,0,144,0.8697845352723226,0,0,,,,
1,0.3239046062414761,1,Scale,3,1,144,0.6257290419619453,0,0,,,,
1,0.3239046062414761,1,Scale,3,2,370,0.7656306165351217,0,1,3080.0,,,
1,0.3239046062414761,1,Scale,3,3,266,0.835806394074019,0,1,4407.40000000014,,,
1,0.3239046062414761,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,30404.5,347.0,,
2,0.3058129880350634,1,Scale,0,0,223,-0.7159015333042213,0,0,,,,
2,0.3058129880350634,1,Scale,0,1,30,0.8557064284554986,0,1,977.2000000001864,,,
2,0.3058129880350634,1,Scale,0,2,369,0.7170158556071518,0,1,4208.600000000093,,,
2,0.3058129880350634,1,Scale,0,3,223,0.8933567116330128,0,0,,,,
2,0.3058129880350634,1,Scale,0,4,223,0.8875799325149827,0,0,,,,
2,0.3058129880350634,1,Scale,0,5,223,0.7698778768634891,0,0,,,,
2,0.3058129880350634,1,Scale,1,0,195,0.7128562248777451,0,1,1304.2000000001865,,,
2,0.3058129880350634,1,Scale,1,1,91,0.619665941004356,0,1,1847.90000000014,,,
2,0.3058129880350634,1,Scale,1,2,357,0.8594980428159522,0,1,3921.800000000047,,,
2,0.3058129880350634,1,Scale,1,3,223,0.6588614473389842,0,0,,,,
2,0.3058129880350634,1,Scale,1,4,223,0.8667259540148864,0,0,,,,
2,0.3058129880350634,1,Scale,1,5,337,0.6242778866715173,0,1,5880.40000000014,,,
2,0.3058129880350634,1,Scale,2,0,223,0.8019844959404423,0,0,,,,
2,0.3058129880350634,1,Scale,2,1,223,0.789324800713476,0,0,,,,
2,0.3058129880350634,1,Scale,2,2,223,0.7262587091122942,0,0,,,,
2,0.3058129880350634,1,Scale,2,3,223,0.6914482956906989,0,0,,,,
2,0.3058129880350634,1,Scale,2,4,223,0.6560011141956287,0,0,,,,
2,0.3058129880350634,1,Scale,2,5,223,0.8275613231343881,0,0,,,,
2,0.3058129880350634,1,Scale,3,0,223,0.6589429548247768,0,0,,,,
2,0.3058129880350634,1,Scale,3,1,223,0.8925304153503374,0,0,,,,
2,0.3058129880350634,1,Scale,3,2,223,0.727451147090501,0,0,,,,
2,0.3058129880350634,1,Scale,3,3,208,0.8751351196757229,0,1,4792.700000000186,,,
2,0.3058129880350634,1,Scale,3,4,223,0.8883772170147799,0,0,,,,
2,0.3058129880350634,1,Scale,3,5,223,0.7460377682246948,0,0,,,,
2,0.3058129880350634,1,Scale,4,0,223,0.628940300553986,0,0,,,,
2,0.3058129880350634,1,Scale,4,1,169,0.7802738748516749,0,1,2704.3000000000466,,,
2,0.3058129880350634,1,Scale,4,2,223,-0.7161852334889209,0,0,,,,
2,0.3058129880350634,1,Scale,4,3,223,0.8471463226540007,0,0,,,,
2,0.3058129880350634,1,Scale,4,4,209,0.8899744820068508,0,1,5264.5,,,
2,0.3058129880350634,1,Scale,4,5,223,0.824608726971059,0,0,,,,
2,0.3058129880350634,1,Scale,5,0,380,0.8824219379820998,0,1,3250.0,,,
2,0.3058129880350634,1,Scale,5,1,76,0.6806877775502792,0,1,2976.5,,,
2,0.3058129880350634,1,Scale,5,2,223,0.6658890636125046,0,0,,,,
2,0.3058129880350634,1,Scale,5,3,223,0.8427405235030051,0,0,,,,
2,0.3058129880350634,1,Scale,5,4,223,0.6435970724982746,0,0,,,,
2,0.3058129880350634,1,Scale,5,5,223,0.825504027420952,0,0,,,,
2,0.3058129880350634,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,40191.39999999991,716.0,,
3,0.3388096121321757,1,Rotate,0,0,181,0.8,-0.8407490845977008,0,,,,
3,0.3388096121321757,1,Rotate,0,1,181,0.8,0.8338880972078995,0,,,,
3,0.3388096121321757,1,Rotate,0,2,181,0.8,1.5251943547150062,0,,,,
3,0.3388096121321757,1,Rotate,0,3,181,0.8,-0.6968898158725169,0,,,,
3,0.3388096121321757,1,Rotate,0,4,181,0.8,0.1415062951682342,0,,,,
3,0.3388096121321757,1,Rotate,0,5,88,0.8,0.13597035757021225,1,12431.799999999814,,,
3,0.3388096121321757,1,Rotate,0,6,181,-0.8,-1.437706110826015,0,,,,
3,0.3388096121321757,1,Rotate,0,7,181,-0.8,0.27656156783430164,0,,,,
3,0.3388096121321757,1,Rotate,1,0,181,0.8,-0.44724459740220435,0,,,,
3,0.3388096121321757,1,Rotate,1,1,181,0.8,-1.567292847560425,0,,,,
3,0.3388096121321757,1,Rotate,1,2,347,0.8,0.2849273185961261,1,14431.799999999814,,,
3,0.3388096121321757,1,Rotate,1,3,181,0.8,0.9552465806824322,0,,,,
3,0.3388096121321757,1,Rotate,1,4,261,0.8,0.6123974348895813,1,11720.399999999909,,,
3,0.3388096121321757,1,Rotate,1,5,181,0.8,0.6833366109344068,0,,,,
3,0.3388096121321757,1,Rotate,1,6,181,0.8,0.6215117924278224,0,,,,
3,0.3388096121321757,1,Rotate,1,7,19,0.8,-0.3713717499896536,1,3048.0999999998603,,,
3,0.3388096121321757,1,Rotate,2,0,181,0.8,-0.8463054912829946,0,,,,
3,0.3388096121321757,1,Rotate,2,1,181,0.8,-0.7131018953116053,0,,,,
3,0.3388096121321757,1,Rotate,2,2,181,0.8,1.0419127864445974,0,,,,
3,0.3388096121321757,1,Rotate,2,3,181,0.8,-0.7285320160594172,0,,,,
3,0.3388096121321757,1,Rotate,2,4,181,-0.8,-0.20186874776492392,0,,,,
3,0.3388096121321757,1,Rotate,2,5,69,0.8,-0.17871958050119297,1,2000.0,,,
3,0.3388096121321757,1,Rotate,2,6,221,0.8,-0.7839887656749679,1,13631.699999999952,,,
3,0.3388096121321757,1,Rotate,2,7,352,-0.8,0.8373631637410646,1,4536.399999999907,,,
3,0.3388096121321757,1,Rotate,3,0,181,0.8,-1.5516982659760823,0,,,,
3,0.3388096121321757,1,Rotate,3,1,181,0.8,0.8181178940182083,0,,,,
3,0.3388096121321757,1,Rotate,3,2,370,0.8,0.023604566403450766,1,1098.5,,,
3,0.3388096121321757,1,Rotate,3,3,242,0.8,0.6238627979340228,1,1352.1999999999534,,,
3,0.3388096121321757,1,Rotate,3,4,181,-0.8,1.194805873205901,0,,,,
3,0.3388096121321757,1,Rotate,3,5,181,0.8,-1.474340726021538,0,,,,
3,0.3388096121321757,1,Rotate,3,6,181,0.8,-0.6368603846563345,0,,,,
3,0.3388096121321757,1,Rotate,3,7,22,0.8,1.1605167560227065,1,4072.09999999986,,,
3,0.3388096121321757,1,Rotate,4,0,181,0.8,0.8960577489064665,0,,,,
3,0.3388096121321757,1,Rotate,4,1,181,0.8,1.2056729586214683,0,,,,
3,0.3388096121321757,1,Rotate,4,2,293,0.8,0.12195721872432119,1,9239.59999999986,,,
3,0.3388096121321757,1,Rotate,4,3,181,0.8,-0.30132201636725653,0,,,,
3,0.3388096121321757,1,Rotate,4,4,181,0.8,-1.4027644835692012,0,,,,
3,0.3388096121321757,1,Rotate,4,5,175,0.8,-0.294165374227066,1,5895.59999999986,,,
3,0.3388096121321757,1,Rotate,4,6,181,0.8,1.0997123979660621,0,,,,
3,0.3388096121321757,1,Rotate,4,7,31,0.8,-1.0171050699234905,1,3445.2999999998137,3680.0,4984.199999999953,
3,0.3388096121321757,1,Rotate,5,0,181,0.8,-0.20069248152960806,0,,,,
3,0.3388096121321757,1,Rotate,5,1,181,0.8,-1.3468510274681167,0,,,,
3,0.3388096121321757,1,Rotate,5,2,181,0.8,1.2828129986251686,0,,,,
3,0.3388096121321757,1,Rotate,5,3,140,0.8,-0.31020905854324465,1,7544.09999999986,,,
3,0.3388096121321757,1,Rotate,5,4,181,0.8,-0.7928145949674995,0,,,,
3,0.3388096121321757,1,Rotate,5,5,310,0.8,-0.760183412273458,1,5624.09999999986,,,
3,0.3388096121321757,1,Rotate,5,6,181,0.8,-0.3369463852810537,0,,,,
3,0.3388096121321757,1,Rotate,5,7,181,0.8,0.22159857021020124,0,,,,
3,0.3388096121321757,1,Rotate,6,0,181,0.8,0.14037613211530853,0,,,,
3,0.3388096121321757,1,Rotate,6,1,181,0.8,1.4776633475890022,0,,,,
3,0.3388096121321757,1,Rotate,6,2,181,-0.8,0.9928707627742654,0,,,,
3,0.3388096121321757,1,Rotate,6,3,301,0.8,-0.5683155293893773,1,6520.0,,,
3,0.3388096121321757,1,Rotate,6,4,181,0.8,0.4876312336948869,0,,,,
3,0.3388096121321757,1,Rotate,6,5,142,0.8,-1.447998338323469,1,10512.199999999952,,,
3,0.3388096121321757,1,Rotate,6,6,181,0.8,0.5471637933186195,0,,,,
3,0.3388096121321757,1,Rotate,6,7,181,0.8,-1.5093926997629203,0,,,,
3,0.3388096121321757,1,Rotate,7,0,179,0.8,-0.4432992832540996,1,8167.899999999907,,,
3,0.3388096121321757,1,Rotate,7,1,181,0.8,0.8922896566240373,0,,,,
3,0.3388096121321757,1,Rotate,7,2,368,0.8,1.5046213522945342,1,9770.59999999986,,,
