trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2
1,0.3563701095711011,1,None,0,0,158,0.8,0,0,,,
1,0.3563701095711011,1,None,0,1,158,0.8,0,0,,,
1,0.3563701095711011,1,None,0,2,169,0.8,0,1,7621.599999994039,,
1,0.3563701095711011,1,None,0,3,158,0.8,0,0,,,
1,0.3563701095711011,1,None,1,0,118,0.8,0,1,4387.5,,
1,0.3563701095711011,1,None,1,1,190,-0.8,0,1,6224.5,,
1,0.3563701095711011,1,None,1,2,158,-0.8,0,0,,,
1,0.3563701095711011,1,None,1,3,158,0.8,0,0,,,
1,0.3563701095711011,1,None,2,0,158,0.8,0,0,,,
1,0.3563701095711011,1,None,2,1,50,0.8,0,1,6856.5,,
1,0.3563701095711011,1,None,2,2,158,0.8,0,0,,,
1,0.3563701095711011,1,None,2,3,158,0.8,0,0,,,
1,0.3563701095711011,1,None,3,0,158,0.8,0,0,,,
1,0.3563701095711011,1,None,3,1,158,0.8,0,0,,,
1,0.3563701095711011,1,None,3,2,158,-0.8,0,0,,,
1,0.3563701095711011,1,None,3,3,103,0.8,0,1,8668.40000000596,,
1,0.3563701095711011,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,67077.89999997616,229.0,
2,0.3604831352810288,1,Rotate,0,0,312,0.8,-0.18846979006395648,0,,,
2,0.3604831352810288,1,Rotate,0,1,239,0.8,-0.609984543218549,1,4673.4000000059605,,
2,0.3604831352810288,1,Rotate,0,2,312,0.8,-1.4987720479848183,0,,,
2,0.3604831352810288,1,Rotate,0,3,312,0.8,1.026638769199022,0,,,
2,0.3604831352810288,1,Rotate,0,4,192,0.8,-1.119366356056516,1,3730.799999982119,,
2,0.3604831352810288,1,Rotate,0,5,312,0.8,0.5955874536071311,0,,,
2,0.3604831352810288,1,Rotate,1,0,91,-0.8,0.7072699078905624,1,5222.799999982119,,
2,0.3604831352810288,1,Rotate,1,1,312,0.8,-0.900189758765598,0,,,
2,0.3604831352810288,1,Rotate,1,2,312,0.8,1.2785386263278036,0,,,
2,0.3604831352810288,1,Rotate,1,3,312,0.8,-1.2949774226110875,0,,,
2,0.3604831352810288,1,Rotate,1,4,312,-0.8,1.3844176139156055,0,,,
2,0.3604831352810288,1,Rotate,1,5,312,0.8,0.2748166795346554,0,,,
2,0.3604831352810288,1,Rotate,2,0,312,0.8,0.6687995902561905,0,,,
2,0.3604831352810288,1,Rotate,2,1,347,0.8,-0.06580683728765924,1,5967.699999988079,,
2,0.3604831352810288,1,Rotate,2,2,132,0.8,-0.6793273689177687,1,6517.9000000059605,,
2,0.3604831352810288,1,Rotate,2,3,312,0.8,0.4201920345380765,0,,,
2,0.3604831352810288,1,Rotate,2,4,312,0.8,0.8223849580720066,0,,,
2,0.3604831352810288,1,Rotate,2,5,312,0.8,-0.4973918790677947,0,,,
2,0.3604831352810288,1,Rotate,3,0,138,0.8,-0.7092566290037037,1,7867.40000000596,,
2,0.3604831352810288,1,Rotate,3,1,312,0.8,-0.3017120994287763,0,,,
2,0.3604831352810288,1,Rotate,3,2,312,0.8,1.4780260385570703,0,,,
2,0.3604831352810288,1,Rotate,3,3,332,0.8,0.2881935275966292,1,9857.90000000596,,
2,0.3604831352810288,1,Rotate,3,4,312,0.8,-0.7133887639562557,0,,,
2,0.3604831352810288,1,Rotate,3,5,113,0.8,-1.539634720789219,1,10523.0,,
2,0.3604831352810288,1,Rotate,4,0,312,0.8,0.04483755139986556,0,,,
2,0.3604831352810288,1,Rotate,4,1,268,0.8,-1.084426258113489,1,8791.0,,
2,0.3604831352810288,1,Rotate,4,2,372,0.8,-0.17691652152647674,1,9272.79999998212,,
2,0.3604831352810288,1,Rotate,4,3,312,0.8,0.8829856109707181,0,,,
