trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2,3
1,0.3358434148532079,1,Scale,0,0,296,0.8929997230261385,0,0,,,,
1,0.3358434148532079,1,Scale,0,1,296,-0.6117359543374822,0,0,9060.0,,,
1,0.3358434148532079,1,Scale,0,2,296,0.6468328183405493,0,0,,,,
1,0.3358434148532079,1,Scale,0,3,263,0.6176879796865893,0,1,6233.0,,,
1,0.3358434148532079,1,Scale,1,0,296,-0.8608632712586325,0,0,2635.0,,,
1,0.3358434148532079,1,Scale,1,1,246,0.8274755451170929,0,1,7569.0,,,
1,0.3358434148532079,1,Scale,1,2,211,0.6381557059699818,0,1,6809.0,,,
1,0.3358434148532079,1,Scale,1,3,296,0.6683863163631611,0,0,,,,
1,0.3358434148532079,1,Scale,2,0,296,0.6907838583001962,0,0,,,,
1,0.3358434148532079,1,Scale,2,1,258,0.7866410992903188,0,1,11363.0,,,
1,0.3358434148532079,1,Scale,2,2,297,0.8083662101142179,0,1,4107.0,,,
1,0.3358434148532079,1,Scale,2,3,296,-0.8741370477872363,0,0,5560.0,,,
1,0.3358434148532079,1,Scale,3,0,296,0.7167785558218692,0,0,,,,
1,0.3358434148532079,1,Scale,3,1,296,0.8803170678519991,0,0,,,,
1,0.3358434148532079,1,Scale,3,2,296,0.8897844287289274,0,0,3693.0,5009.0,,
1,0.3358434148532079,1,Scale,3,3,296,0.6032173359577534,0,0,4619.0,,,
1,0.3358434148532079,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,36924.0,13.0,,
2,0.3998517157722235,1,Scale,0,0,56,0.6115760175659067,0,0,,,,
2,0.3998517157722235,1,Scale,0,1,56,0.7316695999735086,0,0,,,,
2,0.3998517157722235,1,Scale,0,2,56,0.896302038666152,0,0,,,,
2,0.3998517157722235,1,Scale,0,3,16,0.6973435303683142,0,1,2916.0,,,
2,0.3998517157722235,1,Scale,0,4,224,0.8621811279411056,0,1,3437.0,,,
2,0.3998517157722235,1,Scale,0,5,56,0.8562701613433064,0,0,,,,
2,0.3998517157722235,1,Scale,1,0,56,-0.6605555510484803,0,0,,,,
2,0.3998517157722235,1,Scale,1,1,56,-0.6993765733436337,0,0,,,,
2,0.3998517157722235,1,Scale,1,2,383,0.7887034298249169,0,1,2238.0,,,
2,0.3998517157722235,1,Scale,1,3,56,0.6047854224830632,0,0,,,,
2,0.3998517157722235,1,Scale,1,4,331,0.8959390839275541,0,1,3883.0,,,
2,0.3998517157722235,1,Scale,1,5,56,-0.844404818723949,0,0,,,,
2,0.3998517157722235,1,Scale,2,0,344,0.8061357972854538,0,1,1586.0,,,
2,0.3998517157722235,1,Scale,2,1,56,0.8524303959781876,0,0,,,,
2,0.3998517157722235,1,Scale,2,2,56,0.8034388017100993,0,0,,,,
2,0.3998517157722235,1,Scale,2,3,56,0.7643188368801093,0,0,,,,
2,0.3998517157722235,1,Scale,2,4,56,0.7980658323195469,0,0,,,,
2,0.3998517157722235,1,Scale,2,5,225,0.7318061323425975,0,1,4342.0,,,
2,0.3998517157722235,1,Scale,3,0,56,0.7761600556896389,0,0,,,,
2,0.3998517157722235,1,Scale,3,1,24,0.6848195674043233,0,1,6665.0,,,
2,0.3998517157722235,1,Scale,3,2,56,0.7736800391063906,0,0,,,,
2,0.3998517157722235,1,Scale,3,3,58,0.7391222158261589,0,1,5467.0,,,
2,0.3998517157722235,1,Scale,3,4,56,0.6512065921584338,0,0,,,,
2,0.3998517157722235,1,Scale,3,5,27,0.8006115499210463,0,1,5962.0,,,
2,0.3998517157722235,1,Scale,4,0,113,0.6734985555267771,0,1,7184.0,,,
2,0.3998517157722235,1,Scale,4,1,56,0.798128633880519,0,0,,,,
2,0.3998517157722235,1,Scale,4,2,56,0.6527172099445433,0,0,,,,
2,0.3998517157722235,1,Scale,4,3,56,0.8382546989656245,0,0,,,,
2,0.3998517157722235,1,Scale,4,4,56,0.6256470640888684,0,0,,,,
2,0.3998517157722235,1,Scale,4,5,25,0.6373291063216422,0,1,,,,
2,0.3998517157722235,1,Scale,5,0,93,0.8436067150271005,0,1,7650.0,,,
2,0.3998517157722235,1,Scale,5,1,74,0.6971941707703145,0,1,8190.0,,,
