trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2,3,4
1,0.3702647976238952,1,Rotate,0,0,375,0.8,-0.14310458562277684,1,5413.100000023842,,,,
1,0.3702647976238952,1,Rotate,0,1,360,0.8,-0.6541631154179919,0,,,,,
1,0.3702647976238952,1,Rotate,0,2,360,0.8,0.9860029128824044,0,,,,,
1,0.3702647976238952,1,Rotate,0,3,30,-0.8,0.988522775965814,1,7222.299999952316,,,,
1,0.3702647976238952,1,Rotate,1,0,360,-0.8,0.9914172039480929,0,,,,,
1,0.3702647976238952,1,Rotate,1,1,360,0.8,-1.411443923628692,0,,,,,
1,0.3702647976238952,1,Rotate,1,2,360,-0.8,1.0303482308010863,0,,,,,
1,0.3702647976238952,1,Rotate,1,3,253,0.8,0.391865554045713,1,6804.5,,,,
1,0.3702647976238952,1,Rotate,2,0,360,0.8,-0.7394271422819009,0,,,,,
1,0.3702647976238952,1,Rotate,2,1,360,0.8,-0.002038125838391025,0,,,,,
1,0.3702647976238952,1,Rotate,2,2,349,0.8,0.8669955541148151,1,6013.399999976158,,,,
1,0.3702647976238952,1,Rotate,2,3,360,0.8,1.219389285284493,0,7799.299999952316,,,,
1,0.3702647976238952,1,Rotate,3,0,93,0.8,-0.4635292002259128,1,4918.200000047684,,,,
1,0.3702647976238952,1,Rotate,3,1,360,0.8,0.28941533463142877,0,,,,,
1,0.3702647976238952,1,Rotate,3,2,360,0.8,-0.24917283147774327,0,,,,,
1,0.3702647976238952,1,Rotate,3,3,360,-0.8,0.06428154806872488,0,,,,,
1,0.3702647976238952,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,18611.10000002384,195.0,,,
2,0.3051317199597206,1,Composite,0,0,341,0.7177466174631273,-1.3258588996805214,0,,,,,
2,0.3051317199597206,1,Composite,0,1,341,0.6211220281331693,-0.8029520995729722,0,,,,,
2,0.3051317199597206,1,Composite,0,2,341,0.7228456678787885,1.1860066447902962,0,,,,,
2,0.3051317199597206,1,Composite,0,3,341,0.7698752746945936,0.7778812894501614,0,,,,,
2,0.3051317199597206,1,Composite,0,4,341,0.8602203536514674,0.21639052299002426,0,,,,,
2,0.3051317199597206,1,Composite,0,5,64,0.8686138481833925,0.847031948896463,1,8641.100000023842,,,,
2,0.3051317199597206,1,Composite,1,0,341,0.6511779455366241,0.10912704410437568,0,,,,,
2,0.3051317199597206,1,Composite,1,1,341,0.6495138385508838,-0.08469305719588616,0,,,,,
2,0.3051317199597206,1,Composite,1,2,341,0.7143840122225932,-0.029477387125993015,0,,,,,
2,0.3051317199597206,1,Composite,1,3,341,0.883249344978013,-1.2383223862212276,0,,,,,
2,0.3051317199597206,1,Composite,1,4,341,0.623064367836703,1.239425087029936,0,,,,,
2,0.3051317199597206,1,Composite,1,5,341,0.6820514320480565,0.14977574839075825,0,,,,,
2,0.3051317199597206,1,Composite,2,0,244,0.7707652127645397,-0.44694314898906295,1,2419.200000047684,,,,
2,0.3051317199597206,1,Composite,2,1,341,0.7310433714769483,-1.1007304098432342,0,,,,,
2,0.3051317199597206,1,Composite,2,2,138,-0.8396688753851598,0.4386857291352868,1,4786.399999976158,,,,
2,0.3051317199597206,1,Composite,2,3,273,0.6327641386153879,-0.02350046373000958,1,6021.800000071526,,,,
2,0.3051317199597206,1,Composite,2,4,359,0.6034960969959149,-0.9679823436050722,1,6804.0,,,,
2,0.3051317199597206,1,Composite,2,5,341,0.675955669570508,1.4783044049852228,0,,,,,
2,0.3051317199597206,1,Composite,3,0,68,0.7157246028672652,0.3420378030447384,1,2791.899999976158,,,,
2,0.3051317199597206,1,Composite,3,1,341,0.8146211996237414,1.0214388427813619,0,,,,,
2,0.3051317199597206,1,Composite,3,2,341,0.7207471446352014,-1.0085229182308801,0,,,,,
2,0.3051317199597206,1,Composite,3,3,341,0.6363560135520991,-0.0805361986395221,0,,,,,
2,0.3051317199597206,1,Composite,3,4,341,0.7316120135917276,0.530197583865744,0,,,,,
2,0.3051317199597206,1,Composite,3,5,341,0.6387278772970955,1.3864424512975284,0,,,,,
2,0.3051317199597206,1,Composite,4,0,165,0.6593105066391204,-1.4499969648810884,1,3401.399999976158,,,,
2,0.3051317199597206,1,Composite,4,1,341,0.8110888441711228,-1.4061382290707807,0,,,,,
2,0.3051317199597206,1,Composite,4,2,32,-0.6200913274034484,0.07620342479230091,1,5407.700000047684,,,,
2,0.3051317199597206,1,Composite,4,3,341,0.8184836168893836,0.21750717766845695,0,,,,,
2,0.3051317199597206,1,Composite,4,4,341,0.8789397518989039,-0.24820865505060907,0,,,,,
2,0.3051317199597206,1,Composite,4,5,232,0.6609760535409688,-1.2346969986943765,1,7939.899999976158,,,,
2,0.3051317199597206,1,Composite,5,0,341,0.6358255947112855,0.8713804936112717,0,,,,,
2,0.3051317199597206,1,Composite,5,1,341,0.7590868772537287,-1.223931222924855,0,,,,,
2,0.3051317199597206,1,Composite,5,2,341,0.8722907131706799,-0.8550593535384708,0,,,,,
2,0.3051317199597206,1,Composite,5,3,341,0.7811822509473733,-0.1212120834715047,0,,,,,
2,0.3051317199597206,1,Composite,5,4,62,0.6559516413217781,-0.8791487136305595,1,7308.700000047684,,,,
2,0.3051317199597206,1,Composite,5,5,341,0.8945002169765432,1.0951236347954727,0,,,,,
2,0.3051317199597206,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,38271.69999992848,551.0,,,
3,0.3134662694890129,1,Composite,0,0,333,0.8258053478178263,-1.2413367892720109,1,1654.100000023842,,,,
3,0.3134662694890129,1,Composite,0,1,231,-0.621459743797039,-0.761786106399086,0,,,,,
3,0.3134662694890129,1,Composite,0,2,231,0.8529691843190765,-1.2921107945878059,0,,,,,
3,0.3134662694890129,1,Composite,0,3,231,0.7381737619241869,1.0612067745912266,0,,,,,
3,0.3134662694890129,1,Composite,0,4,231,0.6619971007331537,-1.1459277445454574,0,,,,,
3,0.3134662694890129,1,Composite,0,5,231,0.8025241550055855,-0.5196380466876256,0,,,,,
3,0.3134662694890129,1,Composite,0,6,231,0.6670502193154464,1.0737762043006938,0,,,,,
3,0.3134662694890129,1,Composite,0,7,58,0.8525526087789919,0.2128403778476149,1,14766.299999952316,,,,
3,0.3134662694890129,1,Composite,1,0,231,0.830619801764086,0.8083691253385319,0,,,,,
3,0.3134662694890129,1,Composite,1,1,23,0.680072481967158,-1.1269599854774985,1,6461.799999952316,,,,
3,0.3134662694890129,1,Composite,1,2,217,0.7177540929455682,-1.498499904349293,1,7373.299999952316,,,,
3,0.3134662694890129,1,Composite,1,3,231,0.7158276817870683,0.3901233290700259,0,,,,,
3,0.3134662694890129,1,Composite,1,4,231,-0.7995054097071288,-1.0939662870455273,0,,,,,
3,0.3134662694890129,1,Composite,1,5,231,0.794786015581664,0.642044639699201,0,,,,,
3,0.3134662694890129,1,Composite,1,6,231,0.7231593828693865,1.0783927723331765,0,,,,,
3,0.3134662694890129,1,Composite,1,7,193,0.7656477544256095,0.5565256908703544,1,15598.799999952316,,,,
3,0.3134662694890129,1,Composite,2,0,84,0.81098242780921,-0.9578377397976058,1,2033.1999999284744,,,,
3,0.3134662694890129,1,Composite,2,1,161,0.6806142416846175,0.5799429164653698,1,5855.699999928474,,,,
3,0.3134662694890129,1,Composite,2,2,258,-0.7467524399019217,0.5210931361050615,1,7850.199999928474,,,,
3,0.3134662694890129,1,Composite,2,3,9,-0.7039181036560967,1.4741883666428626,1,10975.399999976158,,,,
3,0.3134662694890129,1,Composite,2,4,290,0.6866007084249998,-0.912666241875484,1,12163.899999976158,,,,
3,0.3134662694890129,1,Composite,2,5,231,0.899934673079407,-0.8273502499154709,0,,,,,
3,0.3134662694890129,1,Composite,2,6,252,0.6512898584383207,-0.8050850959324889,1,,,,,
3,0.3134662694890129,1,Composite,2,7,72,0.7335858334488843,0.505131117603888,1,15385.600000023842,,,,
3,0.3134662694890129,1,Composite,3,0,231,0.8401338303040573,-0.2690456944981898,0,,,,,
3,0.3134662694890129,1,Composite,3,1,141,0.6583023367871801,-1.4321127153032682,1,4858.199999928474,5186.399999976158,6078.699999928474,,
3,0.3134662694890129,1,Composite,3,2,231,0.7391815699578406,1.4055126289685056,0,,,,,
3,0.3134662694890129,1,Composite,3,3,231,0.7722576340676099,0.1394063915483168,0,,,,,
3,0.3134662694890129,1,Composite,3,4,231,0.7011893669941887,0.2608296849012781,0,,,,,
3,0.3134662694890129,1,Composite,3,5,231,0.8221190806880523,1.2492394243055367,0,,,,,
3,0.3134662694890129,1,Composite,3,6,231,0.8759198243120145,0.030284774027254047,0,,,,,
3,0.3134662694890129,1,Composite,3,7,231,0.7299105345464103,0.15502725146704566,0,,,,,
3,0.3134662694890129,1,Composite,4,0,231,0.7489033204390235,0.7742899149102027,0,,,,,
3,0.3134662694890129,1,Composite,4,1,47,0.883108844946507,-0.6885623148107267,1,4620.399999976158,,,,
3,0.3134662694890129,1,Composite,4,2,231,0.8769166992255026,0.5422080693607576,0,,,,,
3,0.3134662694890129,1,Composite,4,3,170,0.7669726438109107,-0.8579135201026526,1,,,,,
3,0.3134662694890129,1,Composite,4,4,365,-0.864615851129795,-1.5058003015317418,1,12745.5,,,,
3,0.3134662694890129,1,Composite,4,5,231,0.7081085248605377,1.2886467033384679,0,,,,,
3,0.3134662694890129,1,Composite,4,6,231,0.7988849433631285,0.8521386235033415,0,,,,,
3,0.3134662694890129,1,Composite,4,7,45,0.8195190352416283,-0.1825931554651583,1,16722.0,,,,
3,0.3134662694890129,1,Composite,5,0,231,0.637940312282899,-0.6605467722861151,0,,,,,
3,0.3134662694890129,1,Composite,5,1,326,0.7974557340662469,0.6497318275814314,1,4318.5,,,,
3,0.3134662694890129,1,Composite,5,2,231,0.6018239244103364,0.7091009987829189,0,,,,,
3,0.3134662694890129,1,Composite,5,3,231,0.839038256559542,1.451545203395992,0,,,,,
3,0.3134662694890129,1,Composite,5,4,231,-0.7727624863420612,0.017642662699716594,0,,,,,
3,0.3134662694890129,1,Composite,5,5,231,0.802908033414079,-0.397569762752884,0,,,,,
3,0.3134662694890129,1,Composite,5,6,231,0.6585786962436375,0.20777026573485524,0,,,,,
3,0.3134662694890129,1,Composite,5,7,231,0.8197372831150257,-0.37366346294349095,0,,,,,
3,0.3134662694890129,1,Composite,6,0,231,0.8398885886589288,-0.3271688094394427,0,,,,,
3,0.3134662694890129,1,Composite,6,1,231,0.8177058102423815,-1.499640771692961,0,,,,,
3,0.3134662694890129,1,Composite,6,2,231,0.6586362762473572,-0.32067139832645775,0,,,,,
3,0.3134662694890129,1,Composite,6,3,281,0.7781356163434678,-0.7873585725143766,1,10227.899999976158,,,,
3,0.3134662694890129,1,Composite,6,4,231,0.7159187589541562,0.5216494759373971,0,,,,,
3,0.3134662694890129,1,Composite,6,5,231,-0.6651348488087523,-0.8873490538213569,0,,,,,
3,0.3134662694890129,1,Composite,6,6,231,0.6065493100146052,1.5446402622817983,0,,,,,
3,0.3134662694890129,1,Composite,6,7,231,0.8476109123612364,-1.549445350217798,0,,,,,
3,0.3134662694890129,1,Composite,7,0,231,-0.8488196692105838,0.6555541167657597,0,,,,,
3,0.3134662694890129,1,Composite,7,1,231,-0.7765574262741887,-0.2815547615331411,0,,,,,
3,0.3134662694890129,1,Composite,7,2,231,0.8296457425918335,1.488995536708317,0,,,,,
3,0.3134662694890129,1,Composite,7,3,231,0.6154212364564564,-1.3663321158819584,0,,,,,
3,0.3134662694890129,1,Composite,7,4,231,0.6681053766919892,1.557858590668547,0,,,,,
3,0.3134662694890129,1,Composite,7,5,343,0.659130677846009,-0.6649200526033054,1,,,,,
3,0.3134662694890129,1,Composite,7,6,231,0.7558059982246365,-0.75423148515586,0,,,,,
3,0.3134662694890129,1,Composite,7,7,231,0.8972320849204111,0.3184474050532724,0,,,,,
3,0.3134662694890129,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,57399.10000002384,499.0,,,
4,0.3123886026760272,1,Rotate,0,0,8,0.8,0.725160411408754,0,,,,,
4,0.3123886026760272,1,Rotate,0,1,257,0.8,-1.5089744298054197,1,6414.399999976158,,,,
4,0.3123886026760272,1,Rotate,0,2,314,0.8,1.5313928618222001,1,6242.399999976158,,,,
4,0.3123886026760272,1,Rotate,0,3,8,0.8,-0.05918678821516776,0,,,,,
4,0.3123886026760272,1,Rotate,0,4,8,-0.8,-0.3027934624310571,0,,,,,
4,0.3123886026760272,1,Rotate,0,5,134,-0.8,-1.3830405515398492,1,7021.5,,,,
4,0.3123886026760272,1,Rotate,0,6,173,0.8,0.9659995742416125,1,7506.099999904633,,,,
4,0.3123886026760272,1,Rotate,0,7,8,0.8,-0.1456099334001395,0,7833.0,8539.899999976158,,,
4,0.3123886026760272,1,Rotate,0,8,8,0.8,-0.7050140679524246,0,,,,,
4,0.3123886026760272,1,Rotate,0,9,8,0.8,-0.7017451113282671,0,,,,,
4,0.3123886026760272,1,Rotate,1,0,263,0.8,1.1144443027640922,1,1499.899999976158,,,,
4,0.3123886026760272,1,Rotate,1,1,26,0.8,-0.05113117540182377,1,5793.299999952316,,,,
4,0.3123886026760272,1,Rotate,1,2,286,-0.8,-1.1672365229906059,1,6009.0,,,,
4,0.3123886026760272,1,Rotate,1,3,8,0.8,-0.41116010834714345,0,,,,,
4,0.3123886026760272,1,Rotate,1,4,8,0.8,0.7015771333788692,0,,,,,
4,0.3123886026760272,1,Rotate,1,5,234,0.8,-0.23517696990768644,1,7243.799999952316,,,,
4,0.3123886026760272,1,Rotate,1,6,8,0.8,-0.29956843677581957,0,,,,,
4,0.3123886026760272,1,Rotate,1,7,147,-0.8,-1.3115657940607428,1,8734.599999904633,,,,
4,0.3123886026760272,1,Rotate,1,8,8,0.8,-0.2878719755306045,0,,,,,
4,0.3123886026760272,1,Rotate,1,9,8,0.8,1.0255457908051588,0,,,,,
4,0.3123886026760272,1,Rotate,2,0,8,0.8,0.5042921802033948,0,,,,,
4,0.3123886026760272,1,Rotate,2,1,266,0.8,1.436687617646884,1,5566.299999952316,,,,
4,0.3123886026760272,1,Rotate,2,2,8,-0.8,-0.3250509263818664,0,,,,,
4,0.3123886026760272,1,Rotate,2,3,38,0.8,-1.434810680248871,1,16616.599999904633,,,,
4,0.3123886026760272,1,Rotate,2,4,8,0.8,-0.8601363197673743,0,,,,,
4,0.3123886026760272,1,Rotate,2,5,336,0.8,0.19517174139861493,1,9232.0,,,,
4,0.3123886026760272,1,Rotate,2,6,8,0.8,-0.6286187155620149,0,,,,,
4,0.3123886026760272,1,Rotate,2,7,8,0.8,1.1872586218954462,0,,,,,
4,0.3123886026760272,1,Rotate,2,8,151,0.8,1.4007024451924064,1,12966.5,,,,
4,0.3123886026760272,1,Rotate,2,9,8,0.8,1.0481881025729471,0,,,,,
4,0.3123886026760272,1,Rotate,3,0,8,0.8,-1.354418606050511,0,,,,,
4,0.3123886026760272,1,Rotate,3,1,8,-0.8,-1.3077275022492154,0,,,,,
4,0.3123886026760272,1,Rotate,3,2,8,0.8,-0.03708661554525361,0,,,,,
4,0.3123886026760272,1,Rotate,3,3,342,-0.8,0.9355458721424181,1,5169.399999976158,,,,
4,0.3123886026760272,1,Rotate,3,4,8,0.8,-0.9726468540362238,0,,,,,
4,0.3123886026760272,1,Rotate,3,5,8,0.8,-1.2723032756585326,0,,,,,
4,0.3123886026760272,1,Rotate,3,6,8,0.8,1.015908826169948,0,,,,,
4,0.3123886026760272,1,Rotate,3,7,8,0.8,0.11180079240217844,0,,,,,
4,0.3123886026760272,1,Rotate,3,8,8,0.8,1.1651402028823927,0,,,,,
4,0.3123886026760272,1,Rotate,3,9,341,0.8,-0.10464038245823226,1,13196.799999952316,,,,
4,0.3123886026760272,1,Rotate,4,0,8,0.8,-0.23959628600768412,0,,,,,
4,0.3123886026760272,1,Rotate,4,1,8,0.8,0.09172272116407876,0,,,,,
4,0.3123886026760272,1,Rotate,4,2,8,0.8,0.4774351308749245,0,,,,,
4,0.3123886026760272,1,Rotate,4,3,8,0.8,-0.6045534845276623,0,4435.899999976158,4903.5,,,
4,0.3123886026760272,1,Rotate,4,4,8,0.8,0.39142675877506017,0,,,,,
4,0.3123886026760272,1,Rotate,4,5,267,-0.8,-1.1990790806424287,1,9639.599999904633,,,,
4,0.3123886026760272,1,Rotate,4,6,8,0.8,-0.8016862461459567,0,,,,,
4,0.3123886026760272,1,Rotate,4,7,8,0.8,-0.5756408786768412,0,,,,,
4,0.3123886026760272,1,Rotate,4,8,8,0.8,-0.22206066836467953,0,,,,,
4,0.3123886026760272,1,Rotate,4,9,8,0.8,-0.9220587158265019,0,12492.799999952316,13447.199999928474,,,
4,0.3123886026760272,1,Rotate,5,0,85,-0.8,-1.42143403846034,1,1993.1999999284744,,,,
4,0.3123886026760272,1,Rotate,5,1,8,0.8,0.27541370219865335,0,,,,,
4,0.3123886026760272,1,Rotate,5,2,8,0.8,0.9198858536347831,0,,,,,
4,0.3123886026760272,1,Rotate,5,3,8,0.8,0.9062435248736316,0,,,,,
4,0.3123886026760272,1,Rotate,5,4,8,0.8,-0.155192144001977,0,,,,,
4,0.3123886026760272,1,Rotate,5,5,8,0.8,-1.407157711916272,0,,,,,
4,0.3123886026760272,1,Rotate,5,6,8,0.8,0.23422668093033217,0,,,,,
4,0.3123886026760272,1,Rotate,5,7,8,0.8,1.4067980807603475,0,,,,,
4,0.3123886026760272,1,Rotate,5,8,8,0.8,-0.2132690053369004,0,,,,,
4,0.3123886026760272,1,Rotate,5,9,372,0.8,0.7709186050655839,1,12110.199999928474,,,,
4,0.3123886026760272,1,Rotate,6,0,8,0.8,0.753318541455974,0,,,,,
4,0.3123886026760272,1,Rotate,6,1,8,0.8,1.1632083929235435,0,,,,,
4,0.3123886026760272,1,Rotate,6,2,8,0.8,0.10577157425621841,0,,,,,
4,0.3123886026760272,1,Rotate,6,3,8,0.8,1.2773349177504771,0,,,,,
4,0.3123886026760272,1,Rotate,6,4,212,0.8,-0.41226904648831586,1,10108.199999928474,,,,
4,0.3123886026760272,1,Rotate,6,5,8,0.8,1.1172861487959245,0,,,,,
4,0.3123886026760272,1,Rotate,6,6,8,0.8,-0.9525395788330113,0,,,,,
4,0.3123886026760272,1,Rotate,6,7,49,0.8,-0.12362442243591332,1,10765.399999976158,,,,
4,0.3123886026760272,1,Rotate,6,8,8,0.8,-0.6844083360560353,0,,,,,
4,0.3123886026760272,1,Rotate,6,9,8,0.8,-0.6666502357820692,0,,,,,
4,0.3123886026760272,1,Rotate,7,0,340,0.8,0.3087635681096801,1,2349.099999904633,,,,
4,0.3123886026760272,1,Rotate,7,1,128,0.8,0.4038527664956697,1,2619.5,,,,
4,0.3123886026760272,1,Rotate,7,2,8,0.8,0.542992410609124,0,,,,,
4,0.3123886026760272,1,Rotate,7,3,62,0.8,1.4807062541508245,1,3774.6999999284735,,,,
4,0.3123886026760272,1,Rotate,7,4,8,0.8,-0.1818278993427649,0,,,,,
4,0.3123886026760272,1,Rotate,7,5,8,0.8,-1.279138959430056,0,,,,,
4,0.3123886026760272,1,Rotate,7,6,8,0.8,-1.4153915432577324,0,,,,,
4,0.3123886026760272,1,Rotate,7,7,8,0.8,-0.3560518187291182,0,,,,,
4,0.3123886026760272,1,Rotate,7,8,110,0.8,-0.3199324413387532,1,11061.899999976158,,,,
