trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2,3
1,0.3261030577615834,1,Rotate,0,0,75,0.8,-0.305289083671499,0,,,,
1,0.3261030577615834,1,Rotate,0,1,194,0.8,1.5126894377861855,1,8481.800000000745,,,
1,0.3261030577615834,1,Rotate,0,2,75,0.8,1.3748392946245174,0,,,,
1,0.3261030577615834,1,Rotate,0,3,75,0.8,-0.535411453179949,0,,,,
1,0.3261030577615834,1,Rotate,1,0,75,0.8,-0.39419637759605086,0,,,,
1,0.3261030577615834,1,Rotate,1,1,75,0.8,-0.5758578772569175,0,,,,
1,0.3261030577615834,1,Rotate,1,2,246,0.8,-0.034671937632307914,1,7604.900000000372,,,
1,0.3261030577615834,1,Rotate,1,3,75,0.8,-0.9230553997362929,0,,,,
1,0.3261030577615834,1,Rotate,2,0,75,0.8,0.9039802453847012,0,,,,
1,0.3261030577615834,1,Rotate,2,1,75,0.8,1.417793152100948,0,,,,
1,0.3261030577615834,1,Rotate,2,2,74,0.8,-0.7312673129645011,1,7920.0999999996275,,,
1,0.3261030577615834,1,Rotate,2,3,75,0.8,0.4294238783452262,0,,,,
1,0.3261030577615834,1,Rotate,3,0,337,0.8,0.1092136912980497,1,9404.5,,,
1,0.3261030577615834,1,Rotate,3,1,75,0.8,0.07143721894641675,0,,,,
1,0.3261030577615834,1,Rotate,3,2,285,0.8,0.06645250148039272,1,9899.400000000373,,,
1,0.3261030577615834,1,Rotate,3,3,75,0.8,0.36418969866619477,0,,,,
1,0.3261030577615834,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,22982.70000000112,169.0,,
2,0.393951635456235,1,None,0,0,300,0.8,0,1,3217.0999999996275,,,
2,0.393951635456235,1,None,0,1,105,0.8,0,0,,,,
2,0.393951635456235,1,None,0,2,105,0.8,0,0,,,,
2,0.393951635456235,1,None,0,3,105,-0.8,0,0,,,,
2,0.393951635456235,1,None,0,4,105,0.8,0,0,,,,
2,0.393951635456235,1,None,0,5,153,0.8,0,1,10056.89999999851,,,
2,0.393951635456235,1,None,1,0,105,0.8,0,0,,,,
2,0.393951635456235,1,None,1,1,105,0.8,0,0,,,,
2,0.393951635456235,1,None,1,2,105,0.8,0,0,,,,
2,0.393951635456235,1,None,1,3,83,0.8,0,1,6793.799999998882,,,
2,0.393951635456235,1,None,1,4,121,0.8,0,1,7334.5,,,
2,0.393951635456235,1,None,1,5,196,0.8,0,1,10417.699999999257,,,
2,0.393951635456235,1,None,2,0,162,0.8,0,1,3712.599999999628,,,
2,0.393951635456235,1,None,2,1,105,0.8,0,0,,,,
2,0.393951635456235,1,None,2,2,105,0.8,0,0,,,,
2,0.393951635456235,1,None,2,3,245,0.8,0,1,6411.199999999255,,,
2,0.393951635456235,1,None,2,4,105,0.8,0,0,,,,
2,0.393951635456235,1,None,2,5,105,0.8,0,0,,,,
2,0.393951635456235,1,None,3,0,57,0.8,0,1,4206.599999999628,,,
2,0.393951635456235,1,None,3,1,127,0.8,0,1,11991.599999999627,,,
2,0.393951635456235,1,None,3,2,205,0.8,0,1,,,,
2,0.393951635456235,1,None,3,3,105,0.8,0,0,,,,
2,0.393951635456235,1,None,3,4,105,0.8,0,0,,,,
2,0.393951635456235,1,None,3,5,105,0.8,0,0,,,,
2,0.393951635456235,1,None,4,0,233,0.8,0,1,4882.199999999255,,,
2,0.393951635456235,1,None,4,1,105,0.8,0,0,,,,
2,0.393951635456235,1,None,4,2,105,0.8,0,0,,,,
2,0.393951635456235,1,None,4,3,105,0.8,0,0,,,,
2,0.393951635456235,1,None,4,4,105,0.8,0,0,,,,
2,0.393951635456235,1,None,4,5,105,0.8,0,0,,,,
2,0.393951635456235,1,None,5,0,149,0.8,0,1,5848.89999999851,,,
2,0.393951635456235,1,None,5,1,45,0.8,0,1,5488.799999998882,,,
2,0.393951635456235,1,None,5,2,105,0.8,0,0,,,,
2,0.393951635456235,1,None,5,3,105,0.8,0,0,,,,
2,0.393951635456235,1,None,5,4,202,0.8,0,1,8773.799999998882,,,
2,0.393951635456235,1,None,5,5,105,0.8,0,0,,,,
2,0.393951635456235,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,68254.70000000112,371.0,,
3,0.3985066123735879,1,Rotate,0,0,33,0.8,0.7575797068912302,1,2713.199999999255,,,
3,0.3985066123735879,1,Rotate,0,1,380,0.8,-0.3716829828321715,0,,,,
3,0.3985066123735879,1,Rotate,0,2,380,0.8,0.669822649424868,0,,,,
3,0.3985066123735879,1,Rotate,0,3,380,0.8,-0.9166422176976498,0,,,,
3,0.3985066123735879,1,Rotate,0,4,380,0.8,-0.0901334626154584,0,,,,
3,0.3985066123735879,1,Rotate,0,5,380,0.8,-0.1650314387005143,0,,,,
3,0.3985066123735879,1,Rotate,0,6,380,-0.8,0.8711736787745585,0,,,,
3,0.3985066123735879,1,Rotate,0,7,94,0.8,-1.2400040834691315,1,15335.89999999851,,,
3,0.3985066123735879,1,Rotate,1,0,380,0.8,1.492603503759025,0,,,,
3,0.3985066123735879,1,Rotate,1,1,380,0.8,1.216789956273654,0,,,,
3,0.3985066123735879,1,Rotate,1,2,380,-0.8,1.1986016465713618,0,,,,
3,0.3985066123735879,1,Rotate,1,3,285,0.8,-0.39553404664709935,1,9328.099999999627,,,
3,0.3985066123735879,1,Rotate,1,4,380,0.8,-0.7623383524260019,0,,,,
