trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2,3,4,5
4,0.3987911817469471,1,Composite,6,3,24,0.8110741018483661,-1.4129303240812254,0,,,,,,
4,0.3987911817469471,1,Composite,6,4,165,0.6732684418325015,-0.34533349734846297,1,15772.0,,,,,
4,0.3987911817469471,1,Composite,6,5,24,-0.626474985188543,-0.8540875369481795,0,,,,,,
4,0.3987911817469471,1,Composite,6,6,24,-0.7335053310351005,0.8263728522361729,0,,,,,,
4,0.3987911817469471,1,Composite,6,7,267,-0.7121138385890671,-1.4218487866820215,1,20803.39999997616,,,,,
4,0.3987911817469471,1,Composite,6,8,81,0.8234847189757961,-0.6793347252349456,1,25515.699999928474,,,,,
4,0.3987911817469471,1,Composite,6,9,24,0.7002829658832006,1.2508233631097339,0,,,,,,
4,0.3987911817469471,1,Composite,7,0,85,-0.8611432950786515,1.5158670742220939,1,3304.399999976158,,,,,
4,0.3987911817469471,1,Composite,7,1,40,0.83251666782866,-0.8300634189155386,1,4614.399999976158,,,,,
4,0.3987911817469471,1,Composite,7,2,28,0.85814116697863,-1.361872531325027,1,10132.799999952316,,,,,
4,0.3987911817469471,1,Composite,7,3,24,-0.8243530013240459,-1.191937272246127,0,,,,,,
4,0.3987911817469471,1,Composite,7,4,364,0.8753686780330548,1.2313595483166777,1,16087.799999952316,,,,,
4,0.3987911817469471,1,Composite,7,5,24,-0.6821122651213914,-0.5490126907448307,0,,,,,,
4,0.3987911817469471,1,Composite,7,6,265,-0.7502197843374036,0.19375347769413476,1,19999.89999997616,,,,,
4,0.3987911817469471,1,Composite,7,7,24,0.7220900370840786,-0.16500504880293088,0,,,,,,
4,0.3987911817469471,1,Composite,7,8,24,0.6116383597047967,-0.8508805969977977,0,,,,,,
4,0.3987911817469471,1,Composite,7,9,24,0.6610098715286734,1.2018491353343173,0,,,,,,
4,0.3987911817469471,1,Composite,8,0,268,0.7929320890877403,-0.34594677108735783,1,3893.1999999284735,,,,,
4,0.3987911817469471,1,Composite,8,1,24,0.6426327154998509,-1.1065860530480576,0,,,,,,
4,0.3987911817469471,1,Composite,8,2,24,0.6763805220539907,0.5683359934727461,0,,,,,,
4,0.3987911817469471,1,Composite,8,3,24,0.7172559683704803,-1.5549282103122601,0,,,,,,
4,0.3987911817469471,1,Composite,8,4,24,-0.6353292426954315,-1.0234531271707312,0,,,,,,
4,0.3987911817469471,1,Composite,8,5,24,0.7013123478225108,1.225483025406962,0,,,,,,
4,0.3987911817469471,1,Composite,8,6,350,0.7421760959657236,-0.32284670530662374,1,20329.10000002384,,,,,
4,0.3987911817469471,1,Composite,8,7,24,0.7732327770087061,1.110767789306597,0,,,,,,
4,0.3987911817469471,1,Composite,8,8,24,0.7185754491026801,0.9299955125266606,0,,,,,,
4,0.3987911817469471,1,Composite,8,9,337,0.6034352141425118,-0.5622140197898045,1,26236.39999997616,,,,,
4,0.3987911817469471,1,Composite,9,0,24,0.841750259626365,1.046850985773876,0,,,,,,
4,0.3987911817469471,1,Composite,9,1,24,0.6345061655982775,0.538437543838076,0,,,,,,
4,0.3987911817469471,1,Composite,9,2,360,-0.8818673278272131,0.6758414980487086,1,10789.0,,,,,
4,0.3987911817469471,1,Composite,9,3,24,0.6245225585847544,-0.7933434303355079,0,,,,,,
4,0.3987911817469471,1,Composite,9,4,24,0.8924724364805725,0.6961736644410053,0,,,,,,
4,0.3987911817469471,1,Composite,9,5,24,0.8139503762618712,-0.3625450215933299,0,,,,,,
4,0.3987911817469471,1,Composite,9,6,24,0.8400434411965129,1.4130531889742675,0,,,,,,
4,0.3987911817469471,1,Composite,9,7,24,0.795401471721105,1.3031147621645438,0,,,,,,
4,0.3987911817469471,1,Composite,9,8,24,0.6682122883878077,-1.3922625884801827,0,,,,,,
4,0.3987911817469471,1,Composite,9,9,126,0.7387755011179835,0.0977757235525385,1,26695.5,,,,,
4,0.3987911817469471,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,80756.89999997616,473.0,,,,
5,0.3682161114890973,1,Composite,0,0,119,0.8023461152629645,-0.3326876846054396,1,1182.6999999284744,,,,,
5,0.3682161114890973,1,Composite,0,1,2,0.7351016144617647,-0.6306614803002106,1,8830.699999928474,,,,,
5,0.3682161114890973,1,Composite,0,2,34,0.807224820131808,-0.6376818132328845,1,9158.5,,,,,
5,0.3682161114890973,1,Composite,0,3,17,0.6801018581233698,1.2866619020818924,1,15046.699999928474,,,,,
5,0.3682161114890973,1,Composite,0,4,125,0.7494406179086914,-0.20422835923706795,1,15397.299999952316,,,,,
5,0.3682161114890973,1,Composite,0,5,257,0.7294436489340713,-0.18575564233579245,0,,,,,,
5,0.3682161114890973,1,Composite,0,6,257,0.6246760696024363,-1.003918964275476,0,,,,,,
5,0.3682161114890973,1,Composite,0,7,257,0.8570218633121687,0.42873693808257407,0,,,,,,
5,0.3682161114890973,1,Composite,0,8,107,0.7569081998351614,-1.0954404338485797,1,27894.29999995232,,,,,
5,0.3682161114890973,1,Composite,0,9,263,0.756686477443659,-1.1720924905386407,1,28281.599999904636,,,,,
5,0.3682161114890973,1,Composite,0,10,257,0.6591332175595609,-0.904072345151725,0,,,,,,
5,0.3682161114890973,1,Composite,0,11,257,0.8116817243657302,-1.3427582126089819,0,,,,,,
5,0.3682161114890973,1,Composite,1,0,257,0.8094987017002215,-0.9956764068250451,0,,,,,,
5,0.3682161114890973,1,Composite,1,1,248,0.7831698150213212,0.9291060230687544,1,7715.399999976158,,,,,
5,0.3682161114890973,1,Composite,1,2,274,-0.6293186273790788,-0.4104457413887863,1,9491.399999976158,,,,,
5,0.3682161114890973,1,Composite,1,3,257,0.8373571422628922,-0.13523597636029883,0,,,,,,
5,0.3682161114890973,1,Composite,1,4,257,0.7873940708211029,-1.107224007352612,0,,,,,,
5,0.3682161114890973,1,Composite,1,5,253,0.7215302899659586,-1.3230156112058293,1,19807.29999995232,,,,,
5,0.3682161114890973,1,Composite,1,6,257,0.6926404229954569,-0.496280794202294,0,,,,,,
5,0.3682161114890973,1,Composite,1,7,233,-0.6615808850153373,-0.1767425059846548,1,27168.5,,,,,
5,0.3682161114890973,1,Composite,1,8,257,-0.6629126731324884,0.04714730056308358,0,,,,,,
5,0.3682161114890973,1,Composite,1,9,257,-0.8490637059764332,0.04821828748286516,0,,,,,,
5,0.3682161114890973,1,Composite,1,10,257,0.8301385306210146,0.7868939187737247,0,,,,,,
5,0.3682161114890973,1,Composite,1,11,257,0.8966050088916895,1.4197226639164713,0,,,,,,
5,0.3682161114890973,1,Composite,2,0,257,0.7846821188228166,0.5813642973483724,0,,,,,,
5,0.3682161114890973,1,Composite,2,1,257,0.7069180362392944,0.2194871957925033,0,,,,,,
5,0.3682161114890973,1,Composite,2,2,180,0.7427779853048406,-0.017276135791038705,1,9922.0,,,,,
5,0.3682161114890973,1,Composite,2,3,257,0.7801009786351469,0.3356495236715107,0,,,,,,
5,0.3682161114890973,1,Composite,2,4,77,0.7223457880518672,0.5964033193316367,1,,,,,,
5,0.3682161114890973,1,Composite,2,5,294,0.8716562732241848,-1.2423123112692798,1,20073.599999904636,,,,,
5,0.3682161114890973,1,Composite,2,6,257,0.7958113786127936,-1.185067612025587,0,,,,,,
5,0.3682161114890973,1,Composite,2,7,257,0.6394709154679026,0.27356574012790125,0,,,,,,
5,0.3682161114890973,1,Composite,2,8,257,-0.8525237865213472,-0.0072629438650135825,0,,,,,,
5,0.3682161114890973,1,Composite,2,9,257,0.6255347178127056,-1.1654348335685858,0,,,,,,
5,0.3682161114890973,1,Composite,2,10,257,0.6885284389272879,0.45734573639383935,0,,,,,,
5,0.3682161114890973,1,Composite,2,11,257,0.6012261186207497,0.02548882934469221,0,,,,,,
5,0.3682161114890973,1,Composite,3,0,239,-0.62763700495837,-0.9126499669544753,1,3734.899999976158,,,,,
5,0.3682161114890973,1,Composite,3,1,210,0.8833469876113766,-0.11300795628146121,1,8220.399999976158,,,,,
5,0.3682161114890973,1,Composite,3,2,257,0.740493902349425,-0.6376772858634763,0,,,,,,
5,0.3682161114890973,1,Composite,3,3,333,-0.639398919744525,0.9967712754683791,1,14347.799999952316,,,,,
5,0.3682161114890973,1,Composite,3,4,229,0.8264917288364038,1.340372998159065,1,16127.199999928474,,,,,
5,0.3682161114890973,1,Composite,3,5,257,0.7804856865730511,-0.9550967470310812,0,,,,,,
5,0.3682161114890973,1,Composite,3,6,130,0.6993693420660783,-1.364462423524285,1,26594.599999904636,,,,,
5,0.3682161114890973,1,Composite,3,7,257,0.6617648198962877,-0.40395654669391234,0,,,,,,
5,0.3682161114890973,1,Composite,3,8,257,0.6655049006923688,-0.0061422057077975545,0,,,,,,
5,0.3682161114890973,1,Composite,3,9,257,0.6966503435761576,1.246836238202674,0,,,,,,
5,0.3682161114890973,1,Composite,3,10,257,0.6209858949682463,1.4921714070350944,0,,,,,,
5,0.3682161114890973,1,Composite,3,11,301,-0.6979355127781031,-1.2404667893846892,1,,,,,,
5,0.3682161114890973,1,Composite,4,0,257,0.8079335365991007,0.6840501067865161,0,,,,,,
5,0.3682161114890973,1,Composite,4,1,257,0.7863793132667044,1.1436886283348642,0,,,,,,
5,0.3682161114890973,1,Composite,4,2,257,0.8748673173295868,0.35289407341134527,0,,,,,,
5,0.3682161114890973,1,Composite,4,3,257,0.6438031878249431,-0.6050514686553687,0,,,,,,
5,0.3682161114890973,1,Composite,4,4,257,0.8826016700306996,1.4597840676069285,0,,,,,,
5,0.3682161114890973,1,Composite,4,5,343,-0.8295911294452956,-0.5843798298147287,1,20510.0,,,,,
5,0.3682161114890973,1,Composite,4,6,257,-0.6059346626054526,-1.27463876130704,0,,,,,,
5,0.3682161114890973,1,Composite,4,7,140,0.7249931041616717,-0.5610300931842078,1,25829.89999997616,,,,,
5,0.3682161114890973,1,Composite,4,8,257,0.6120127078814888,-1.4526026722860508,0,,,,,,
5,0.3682161114890973,1,Composite,4,9,293,0.8487608952421639,-1.1229840910785367,1,29055.699999928474,,,,,
5,0.3682161114890973,1,Composite,4,10,257,0.8633282441870609,-1.4645528629915932,0,,,,,,
5,0.3682161114890973,1,Composite,4,11,257,0.7923536464514029,-1.2146526532159876,0,,,,,,
5,0.3682161114890973,1,Composite,5,0,257,0.6631865940489868,0.4587139810044456,0,,,,,,
5,0.3682161114890973,1,Composite,5,1,257,0.6890773540947501,-1.335070423952201,0,,,,,,
5,0.3682161114890973,1,Composite,5,2,257,0.8683247689539233,0.8149504209359408,0,,,,,,
5,0.3682161114890973,1,Composite,5,3,257,0.7717692622377209,-1.0441359610884784,0,,,,,,
5,0.3682161114890973,1,Composite,5,4,257,0.7666856791332499,-0.28553814090760765,0,,,,,,
5,0.3682161114890973,1,Composite,5,5,196,0.7914211059100423,1.3905524978918695,1,20758.39999997616,,,,,
5,0.3682161114890973,1,Composite,5,6,184,0.6989181098439594,1.062759577421048,1,25480.199999928474,,,,,
5,0.3682161114890973,1,Composite,5,7,257,0.8721409922410126,0.1603736499365529,0,,,,,,
5,0.3682161114890973,1,Composite,5,8,257,0.6724436655757602,1.055011241735249,0,,,,,,
5,0.3682161114890973,1,Composite,5,9,257,0.622397659114505,-0.7988341763790877,0,,,,,,
5,0.3682161114890973,1,Composite,5,10,257,0.8173985358705583,-0.7789464201557731,0,,,,,,
5,0.3682161114890973,1,Composite,5,11,257,0.6747607171414998,0.5765025298797766,0,,,,,,
5,0.3682161114890973,1,Composite,6,0,257,0.6851435415888851,1.1576813310373013,0,,,,,,
5,0.3682161114890973,1,Composite,6,1,106,0.8059559773223054,0.6294752561346568,1,6304.899999976158,,,,,
