trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2
1,0.3761115556988881,1,Rotate,0,0,328,0.8,0.6680747618771643,1,13591.0,,
1,0.3761115556988881,1,Rotate,0,1,43,0.8,0.04153338458507383,0,,,
1,0.3761115556988881,1,Rotate,0,2,43,0.8,-1.0445132175642735,0,,,
1,0.3761115556988881,1,Rotate,0,3,43,0.8,-0.6969021375589055,0,,,
1,0.3761115556988881,1,Rotate,1,0,43,0.8,0.2832720331726568,0,,,
1,0.3761115556988881,1,Rotate,1,1,234,0.8,-1.4314815258078417,1,14278.899999999909,,
1,0.3761115556988881,1,Rotate,1,2,43,-0.8,-0.6658438711338844,0,,,
1,0.3761115556988881,1,Rotate,1,3,377,0.8,0.26399083231427056,1,15383.099999999627,,
1,0.3761115556988881,1,Rotate,2,0,66,0.8,1.5696381862553532,1,4663.0,,
1,0.3761115556988881,1,Rotate,2,1,73,0.8,-1.5670424683418085,1,14575.19999999972,,
1,0.3761115556988881,1,Rotate,2,2,228,0.8,1.4054742767366872,1,14919.099999999627,,
1,0.3761115556988881,1,Rotate,2,3,43,0.8,-1.1610277781940106,0,,,
1,0.3761115556988881,1,Rotate,3,0,43,0.8,-1.0444936583452442,0,,,
1,0.3761115556988881,1,Rotate,3,1,43,0.8,-0.8065810656749337,0,,,
1,0.3761115556988881,1,Rotate,3,2,43,0.8,0.25363513689912476,0,,,
1,0.3761115556988881,1,Rotate,3,3,43,0.8,-0.6710348513748923,0,,,
1,0.3761115556988881,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,34788.10000000009,126.0,
2,0.3449716692849025,1,Scale,0,0,351,-0.8136197504926608,0,0,3983.30000000028,,
2,0.3449716692849025,1,Scale,0,1,351,0.7765164778225335,0,0,,,
2,0.3449716692849025,1,Scale,0,2,351,0.7104140523223124,0,0,,,
2,0.3449716692849025,1,Scale,0,3,351,0.7307879731946234,0,0,,,
2,0.3449716692849025,1,Scale,0,4,351,0.874675639027349,0,0,,,
2,0.3449716692849025,1,Scale,0,5,55,0.7391479340999453,0,1,13391.5,,
2,0.3449716692849025,1,Scale,1,0,101,0.7605902258494898,0,1,4665.200000000186,,
2,0.3449716692849025,1,Scale,1,1,351,-0.6981407753922793,0,0,,,
2,0.3449716692849025,1,Scale,1,2,351,0.8435063177222991,0,0,,,
2,0.3449716692849025,1,Scale,1,3,351,0.7759383711891338,0,0,,,
2,0.3449716692849025,1,Scale,1,4,278,0.7520024877488247,0,1,11399.30000000028,,
2,0.3449716692849025,1,Scale,1,5,15,0.6024179583380018,0,1,12931.30000000028,,
2,0.3449716692849025,1,Scale,2,0,19,0.8201676140427258,0,1,5127.700000000186,,
2,0.3449716692849025,1,Scale,2,1,351,0.8633263336056205,0,0,,,
2,0.3449716692849025,1,Scale,2,2,351,0.6380191477861028,0,0,,,
2,0.3449716692849025,1,Scale,2,3,351,0.6353856171700966,0,0,,,
2,0.3449716692849025,1,Scale,2,4,351,0.8287512971787558,0,0,,,
2,0.3449716692849025,1,Scale,2,5,199,0.6673902403719602,0,1,12551.400000000373,,
2,0.3449716692849025,1,Scale,3,0,243,0.6793253177599761,0,1,5695.300000000279,,
2,0.3449716692849025,1,Scale,3,1,351,0.6222616285069523,0,0,,,
2,0.3449716692849025,1,Scale,3,2,137,0.6979725112837396,0,1,8223.5,,
2,0.3449716692849025,1,Scale,3,3,351,0.8653560563704404,0,0,,,
2,0.3449716692849025,1,Scale,3,4,351,0.7188794703584132,0,0,,,
2,0.3449716692849025,1,Scale,3,5,351,0.8619376411641517,0,0,,,
2,0.3449716692849025,1,Scale,4,0,351,0.640112811970918,0,0,,,
2,0.3449716692849025,1,Scale,4,1,99,-0.7463962853465478,0,1,6543.4000000003725,,
2,0.3449716692849025,1,Scale,4,2,351,0.8275146250886618,0,0,,,
2,0.3449716692849025,1,Scale,4,3,198,0.6793431919151525,0,1,9455.400000000373,,
2,0.3449716692849025,1,Scale,4,4,92,0.6048285970623497,0,1,9751.400000000373,,
2,0.3449716692849025,1,Scale,4,5,351,0.807799716840361,0,0,,,
2,0.3449716692849025,1,Scale,5,0,351,0.8933436937993002,0,0,,,
2,0.3449716692849025,1,Scale,5,1,245,0.7677246973604744,0,1,7048.700000000186,,
2,0.3449716692849025,1,Scale,5,2,351,0.798250662241749,0,0,,,
2,0.3449716692849025,1,Scale,5,3,351,0.8887329514897382,0,0,,,
2,0.3449716692849025,1,Scale,5,4,351,0.7353527875216688,0,0,,,
2,0.3449716692849025,1,Scale,5,5,351,0.6859637186233747,0,0,,,
2,0.3449716692849025,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,50771.5,420.0,
3,0.3434742206952418,1,Rotate,0,0,209,0.8,1.485104217431743,0,,,
3,0.3434742206952418,1,Rotate,0,1,209,0.8,0.19711889855840514,0,,,
3,0.3434742206952418,1,Rotate,0,2,209,0.8,-0.1695030481703843,0,,,
3,0.3434742206952418,1,Rotate,0,3,54,0.8,0.06827887846833258,1,9423.5,,
3,0.3434742206952418,1,Rotate,0,4,373,0.8,-1.5575804958910024,1,13554.399999999909,,
3,0.3434742206952418,1,Rotate,0,5,209,0.8,-0.8713884263084455,0,,,
3,0.3434742206952418,1,Rotate,0,6,209,0.8,-0.5726723274409385,0,,,
3,0.3434742206952418,1,Rotate,0,7,209,-0.8,-0.4166972314641699,0,,,
3,0.3434742206952418,1,Rotate,1,0,250,0.8,0.39887512454504104,1,5137.199999999721,,
3,0.3434742206952418,1,Rotate,1,1,209,0.8,0.037142405809362344,0,,,
3,0.3434742206952418,1,Rotate,1,2,209,0.8,1.3629451915917308,0,,,
3,0.3434742206952418,1,Rotate,1,3,209,0.8,-0.5084017926247866,0,,,
3,0.3434742206952418,1,Rotate,1,4,67,0.8,-0.10604266655817973,1,13095.299999999814,,
3,0.3434742206952418,1,Rotate,1,5,209,0.8,-1.5346255486601934,0,,,
3,0.3434742206952418,1,Rotate,1,6,208,-0.8,-0.6334803421075123,1,20247.399999999907,,
3,0.3434742206952418,1,Rotate,1,7,224,0.8,0.6521891159342323,1,21159.399999999907,,
3,0.3434742206952418,1,Rotate,2,0,176,0.8,-1.0410594454034303,1,4753.0,,
3,0.3434742206952418,1,Rotate,2,1,209,0.8,-1.2398894757922991,0,,,
3,0.3434742206952418,1,Rotate,2,2,209,0.8,-0.6522913930034447,0,,,
3,0.3434742206952418,1,Rotate,2,3,209,0.8,1.2680057997212053,0,,,
3,0.3434742206952418,1,Rotate,2,4,159,0.8,-1.4334234810031716,1,12770.799999999814,,
3,0.3434742206952418,1,Rotate,2,5,209,0.8,-1.3879608513454227,0,,,
3,0.3434742206952418,1,Rotate,2,6,209,0.8,-1.4771580766893844,0,,,
3,0.3434742206952418,1,Rotate,2,7,349,0.8,1.3821988511851009,1,22239.399999999907,,
3,0.3434742206952418,1,Rotate,3,0,209,0.8,-0.7594221914253707,0,,,
3,0.3434742206952418,1,Rotate,3,1,209,0.8,0.3198018101967868,0,,,
3,0.3434742206952418,1,Rotate,3,2,209,0.8,-1.1609161768405203,0,,,
3,0.3434742206952418,1,Rotate,3,3,209,0.8,-1.166424759987353,0,,,
3,0.3434742206952418,1,Rotate,3,4,209,0.8,-0.30606238496677585,0,,,
3,0.3434742206952418,1,Rotate,3,5,209,0.8,1.4631852118780215,0,,,
3,0.3434742206952418,1,Rotate,3,6,25,0.8,-0.8184803992835636,1,19387.19999999972,,
3,0.3434742206952418,1,Rotate,3,7,209,0.8,-1.3793470938320633,0,,,
3,0.3434742206952418,1,Rotate,4,0,209,0.8,0.19141201374894812,0,,,
3,0.3434742206952418,1,Rotate,4,1,209,-0.8,0.6805645893010497,0,7175.399999999907,,
3,0.3434742206952418,1,Rotate,4,2,209,0.8,-0.754499462851052,0,,,
3,0.3434742206952418,1,Rotate,4,3,292,0.8,-0.10708807268707066,1,9970.099999999627,,
3,0.3434742206952418,1,Rotate,4,4,209,0.8,-1.1781824240305716,0,,,
