trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2
1,0.3590605550132287,1,Scale,0,0,314,0.8129468769908355,0,0,,,
1,0.3590605550132287,1,Scale,0,1,314,0.690859012337395,0,0,,,
1,0.3590605550132287,1,Scale,0,2,314,0.7131055029731092,0,0,,,
1,0.3590605550132287,1,Scale,0,3,314,-0.8156117027618437,0,0,,,
1,0.3590605550132287,1,Scale,1,0,314,0.6086198391929027,0,0,,,
1,0.3590605550132287,1,Scale,1,1,314,0.7562926730312791,0,0,,,
1,0.3590605550132287,1,Scale,1,2,314,0.8021918799612534,0,0,,,
1,0.3590605550132287,1,Scale,1,3,86,0.8803735401659367,0,1,29946.10000002384,,
1,0.3590605550132287,1,Scale,2,0,314,-0.724623768186973,0,0,,,
1,0.3590605550132287,1,Scale,2,1,177,0.8877961823795493,0,1,,,
1,0.3590605550132287,1,Scale,2,2,314,0.6535582168188129,0,0,,,
1,0.3590605550132287,1,Scale,2,3,26,-0.8463301264210051,0,1,,,
1,0.3590605550132287,1,Scale,3,0,173,0.6020668344404986,0,1,,,
1,0.3590605550132287,1,Scale,3,1,106,0.7213217893680727,0,1,,,
1,0.3590605550132287,1,Scale,3,2,314,0.728317964965745,0,0,,,
1,0.3590605550132287,1,Scale,3,3,314,0.6549901722978454,0,0,,,
1,0.3590605550132287,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,36994.69999998808,13.0,
2,0.3408112450403494,1,Scale,0,0,65,0.7733665315254992,0,0,,,
2,0.3408112450403494,1,Scale,0,1,65,0.7891849834969248,0,0,,,
2,0.3408112450403494,1,Scale,0,2,65,-0.7610263931289212,0,0,14510.80000001192,,
2,0.3408112450403494,1,Scale,0,3,65,0.633982449603976,0,0,,,
2,0.3408112450403494,1,Scale,0,4,208,0.8202086201999783,0,1,10799.19999998808,,
2,0.3408112450403494,1,Scale,0,5,65,0.8562963986619043,0,0,,,
2,0.3408112450403494,1,Scale,1,0,238,0.8004552790795546,0,1,2148.899999976158,,
2,0.3408112450403494,1,Scale,1,1,100,0.7774059196673107,0,1,2631.800000011921,,
2,0.3408112450403494,1,Scale,1,2,65,0.6820405857969595,0,0,,,
2,0.3408112450403494,1,Scale,1,3,65,0.6124631468357818,0,0,,,
2,0.3408112450403494,1,Scale,1,4,65,0.729638213084604,0,0,,,
2,0.3408112450403494,1,Scale,1,5,65,0.7158129880243531,0,0,,,
2,0.3408112450403494,1,Scale,2,0,65,0.6750288972794493,0,0,,,
2,0.3408112450403494,1,Scale,2,1,65,0.6943651468536362,0,0,,,
2,0.3408112450403494,1,Scale,2,2,65,0.6891519980115753,0,0,,,
2,0.3408112450403494,1,Scale,2,3,65,0.7052420942775942,0,0,,,
2,0.3408112450403494,1,Scale,2,4,53,0.6891524529258283,0,1,7768.800000011921,,
2,0.3408112450403494,1,Scale,2,5,253,0.8203192699134244,0,1,9565.600000023842,,
2,0.3408112450403494,1,Scale,3,0,65,0.8155856975498154,0,0,,,
2,0.3408112450403494,1,Scale,3,1,65,0.7201048422049996,0,0,,,
2,0.3408112450403494,1,Scale,3,2,368,0.6190738977965741,0,1,4077.899999976158,,
2,0.3408112450403494,1,Scale,3,3,65,0.6692520496386358,0,0,,,
2,0.3408112450403494,1,Scale,3,4,353,0.6591609219360065,0,1,8219.5,,
2,0.3408112450403494,1,Scale,3,5,65,0.6879745910144748,0,0,,,
2,0.3408112450403494,1,Scale,4,0,34,0.7579558121308914,0,1,1589.199999988079,,
