trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2,3,4,5,6,7,8,9
3,0.3228590904764338,1,Composite,4,4,75,0.7099779002654565,0.9872230380358014,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,4,5,317,0.7088472186021538,0.41036693762807563,1,,,,,,,,,,
3,0.3228590904764338,1,Composite,4,6,162,0.8122034934987444,-0.6205662570511055,1,15056.100000000246,,,,,,,,,
3,0.3228590904764338,1,Composite,4,7,75,0.7330498247038935,-1.233469492631532,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,5,0,75,0.6410235561171802,0.733896669892788,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,5,1,75,0.7622746837097332,0.7929577927353542,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,5,2,75,0.7425654586868974,1.0007533518849976,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,5,3,208,0.6303498134331945,-0.677272324533202,1,19624.80000000005,,,,,,,,,
3,0.3228590904764338,1,Composite,5,4,75,-0.823115491665402,0.29080551250811326,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,5,5,261,0.8820152531919078,1.3071747631584745,1,13457.900000000343,,,,,,,,,
3,0.3228590904764338,1,Composite,5,6,75,0.7421393237848097,0.9165399484623671,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,5,7,75,0.8076526065909854,0.8976584594419221,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,6,0,75,0.6348359670301964,0.8098531905670194,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,6,1,234,0.6950479555966889,0.6978860683260817,1,6015.60000000018,,,,,,,,,
3,0.3228590904764338,1,Composite,6,2,198,0.8046434359276373,0.14439983283621505,1,9063.90000000011,,,,,,,,,
3,0.3228590904764338,1,Composite,6,3,75,0.6210528093967241,-1.3234667718413209,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,6,4,75,0.7499444455384403,-1.3275923926544653,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,6,5,75,0.654355164167155,0.9810615561188363,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,6,6,75,0.6687335662983478,-0.6295654038012645,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,6,7,75,0.7282908920099728,0.13655846751207346,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,7,0,75,0.8601027102333303,-0.01833353522271941,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,7,1,75,0.632671281716814,1.2930993302888716,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,7,2,75,0.76831631196004,-0.23429549141102712,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,7,3,168,0.833499510378108,0.2725430308414192,1,9447.500000000218,,,,,,,,,
3,0.3228590904764338,1,Composite,7,4,20,0.6296949863363029,0.6934338331962655,1,9991.70000000004,,,,,,,,,
3,0.3228590904764338,1,Composite,7,5,75,0.860017895787171,1.0612830400524746,0,,,,,,,,,,
3,0.3228590904764338,1,Composite,7,6,128,0.7930394721652694,-0.49665346253600284,1,14608.30000000033,,,,,,,,,
3,0.3228590904764338,1,Composite,7,7,75,0.7100372670545819,0.3584855416812429,0,,,,,,,,,,
3,0.3228590904764338,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,67874.80000000005,257.0,,,,,,,,
4,0.3197357606964462,1,Composite,0,0,340,0.6363525172118886,-1.1020554770062336,1,1734.7999999997264,,,,,,,,,
4,0.3197357606964462,1,Composite,0,1,192,0.8229617707154242,0.5487004159191526,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,0,2,192,0.7839227389930679,-0.47883841363507207,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,0,3,192,0.7125237300936458,-1.1223257728696807,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,0,4,165,0.6178699096295744,-0.19912332575401104,1,,,,,,,,,,
4,0.3197357606964462,1,Composite,0,5,192,0.8083473523055409,0.31690101639030055,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,0,6,234,-0.8566732334697079,-1.3366720354451034,1,16054.899999999643,,,,,,,,,
4,0.3197357606964462,1,Composite,0,7,192,0.6848423133691659,-1.5680252171215185,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,0,8,192,0.6537483871476177,0.08671088472773114,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,0,9,192,0.7081732197506092,-0.7155318307438079,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,1,0,27,-0.8160764647989357,0.8912058890461303,1,1311.6000000000058,,,,,,,,,
4,0.3197357606964462,1,Composite,1,1,53,0.8726039017305867,-0.35296681497193916,1,4414.899999999761,,,,,,,,,
4,0.3197357606964462,1,Composite,1,2,192,0.7378515538781032,1.3831930503546368,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,1,3,192,0.7447369380100526,-1.0898915388442603,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,1,4,192,0.6959189056843642,0.7653278037466094,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,1,5,192,0.7886738460204837,1.0241538074420031,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,1,6,192,0.8791543658662555,1.4269077108992656,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,1,7,192,0.660322034995839,-0.9298060602974447,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,1,8,192,0.7678908710915281,0.7067224170795248,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,1,9,192,-0.8643924880212551,-1.1918250050773889,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,2,0,192,0.875530454777105,1.0084658878229407,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,2,1,192,0.7830276361023123,-1.4961280927282532,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,2,2,192,0.7771662899118296,0.9303640746390505,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,2,3,116,0.8966235133876481,0.8277810602038036,1,8607.199999999924,,,,,,,,,
4,0.3197357606964462,1,Composite,2,4,192,0.8403373574758684,0.36338024159509175,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,2,5,192,0.8297327912798312,0.9891834854583124,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,2,6,192,0.6292645178756856,0.8526329899345981,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,2,7,331,0.8799141675361568,0.4601550804400012,1,16607.59999999983,,,,,,,,,
4,0.3197357606964462,1,Composite,2,8,192,0.7216955832505031,0.9584992405105845,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,2,9,306,0.7799973080733358,-0.98181533165879,1,20903.10000000001,,,,,,,,,
4,0.3197357606964462,1,Composite,3,0,293,0.7079799499102543,-0.10043788046379998,1,2598.999999999709,,,,,,,,,
4,0.3197357606964462,1,Composite,3,1,192,0.7238706019803458,-0.3583493613432083,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,3,2,192,0.622653930268499,0.9113765011246207,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,3,3,192,0.6053548247860495,0.3100049397844693,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,3,4,192,0.6673349135775324,-0.8303231111944958,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,3,5,192,-0.8763804634266713,-0.5671445653158762,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,3,6,192,-0.6650497321531771,-1.3613137225436027,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,3,7,372,0.7739942797712022,-1.071317405939992,1,17206.899999999703,,,,,,,,,
4,0.3197357606964462,1,Composite,3,8,192,0.7474184910124656,-1.540823772070972,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,3,9,327,0.8689339380203357,0.530907821426565,1,20446.799999999726,,,,,,,,,
4,0.3197357606964462,1,Composite,4,0,258,0.6252737972468169,-0.9237226689579511,1,3030.8999999997613,,,,,,,,,
4,0.3197357606964462,1,Composite,4,1,192,0.736578407735039,1.2791858541143508,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,4,2,192,0.7773834583331308,-0.774984679601608,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,4,3,192,0.6361172063643677,0.9783261647846548,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,4,4,188,-0.6603618637568938,-1.1499796455697398,1,11342.7999999999,,,,,,,,,
4,0.3197357606964462,1,Composite,4,5,192,0.8353485650825397,0.45271862535079377,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,4,6,192,0.7336585748773883,-0.4856496038250686,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,4,7,192,0.6291311438880758,0.533437378944027,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,4,8,192,-0.8005328470446693,0.560035326661287,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,4,9,192,0.8044436930615547,-0.30887612865283476,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,5,0,192,0.8821418964809928,1.220605100418093,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,5,1,192,0.8235244264422952,0.4457857238461562,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,5,2,192,0.7336501500538467,-0.18575951945439306,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,5,3,192,0.7711192387295756,-1.1404789562263298,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,5,4,192,0.7010039127014109,1.506367829289181,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,5,5,305,0.6665657060305286,-0.1976150079801151,1,12022.799999999756,,,,,,,,,
4,0.3197357606964462,1,Composite,5,6,192,-0.6282251419761485,-0.5432964733143992,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,5,7,192,0.8439190773187616,0.7521793780968156,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,5,8,192,0.7488051724417519,-0.25945737403173896,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,5,9,129,0.6252891206000949,0.7740339338796169,1,21695.79999999999,,,,,,,,,
4,0.3197357606964462,1,Composite,6,0,192,0.7986089162884962,-0.36624097574823744,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,6,1,266,0.8791035281412269,-0.6161060144855288,1,5382.799999999872,,,,,,,,,
4,0.3197357606964462,1,Composite,6,2,59,0.640442694935576,-0.24345262866292838,1,7270.799999999785,,,,,,,,,
4,0.3197357606964462,1,Composite,6,3,192,0.6725131914527168,-1.0285519587953798,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,6,4,192,0.6666400251193321,-1.2054827809496813,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,6,5,342,-0.807076245343596,-1.3163389494587152,1,13262.899999999732,,,,,,,,,
4,0.3197357606964462,1,Composite,6,6,192,0.6934987471926872,0.9225833515772051,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,6,7,192,0.636776694848974,-0.13093620346827617,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,6,8,192,-0.8196148427813224,-0.6251738178877089,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,6,9,192,0.7156845804283389,-0.6391112497626357,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,7,0,192,0.8240994533100581,-1.4382911604371835,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,7,1,192,0.8161913773215121,0.6801719530182178,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,7,2,24,0.7254391765661293,0.5838584988785254,1,7814.899999999878,,,,,,,,,
4,0.3197357606964462,1,Composite,7,3,192,0.8428869374764641,0.562344322025726,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,7,4,194,0.8964834729620492,1.2924736391176963,1,10455.099999999686,,,,,,,,,
4,0.3197357606964462,1,Composite,7,5,192,0.6362389843804697,0.8960561453589992,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,7,6,192,0.8775680437955268,0.5013492582462575,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,7,7,192,0.7684489777115073,1.3329708371514482,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,7,8,192,0.6033956270787526,-0.285099954662529,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,7,9,155,0.7239900917619463,-0.9067809165003079,1,22190.799999999872,,,,,,,,,
4,0.3197357606964462,1,Composite,8,0,161,0.7017353869538767,-0.08316472865635571,1,3822.899999999674,,,,,,,,,
4,0.3197357606964462,1,Composite,8,1,233,0.6419510375107649,-0.9748665352364332,1,5822.899999999674,,,,,,,,,
4,0.3197357606964462,1,Composite,8,2,192,-0.8079008868520811,0.3480997814236424,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,8,3,350,0.8129691712258587,-1.0069623964485095,1,9246.7999999999,,,,,,,,,
4,0.3197357606964462,1,Composite,8,4,192,0.8084311554169259,-0.10572790129751097,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,8,5,192,0.65337209368949,-0.023131927587836332,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,8,6,19,-0.8895143192402105,0.4795140260169757,1,13974.899999999732,,,,,,,,,
4,0.3197357606964462,1,Composite,8,7,339,0.7359254297974874,-1.0981954029812577,1,17830.899999999936,,,,,,,,,
4,0.3197357606964462,1,Composite,8,8,23,0.6182629628327925,1.0348824328927875,1,18463.5999999996,,,,,,,,,
4,0.3197357606964462,1,Composite,8,9,219,0.782370556464447,0.8716853270494211,1,22703.199999999924,,,,,,,,,
4,0.3197357606964462,1,Composite,9,0,192,0.701354497920229,-0.2975185668941298,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,9,1,351,0.7495479684400623,-0.6823815802255692,1,,,,,,,,,,
4,0.3197357606964462,1,Composite,9,2,192,0.7722437660405761,0.1446084658757787,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,9,3,192,0.8191385438779621,1.5412310220112202,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,9,4,106,0.6952569099450678,-0.024551026879555904,1,,,,,,,,,,
4,0.3197357606964462,1,Composite,9,5,192,0.7728715122254093,0.2948761779509599,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,9,6,192,0.7735889951419445,-0.3092544971281306,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,9,7,192,0.676948716377153,0.6008857657126798,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,9,8,192,0.711946440193455,1.4313922994905575,0,,,,,,,,,,
4,0.3197357606964462,1,Composite,9,9,225,0.8825231980617638,0.3614888099474016,1,23134.799999999814,,,,,,,,,
4,0.3197357606964462,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,92998.2,579.0,,,,,,,,
5,0.3280519814138175,1,Rotate,0,0,381,0.8,0.4720475685301322,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,0,1,290,0.8,0.9601620860948379,1,4742.299999999872,,,,,,,,,
5,0.3280519814138175,1,Rotate,0,2,18,0.8,0.9022310332202088,1,5142.399999999703,,,,,,,,,
5,0.3280519814138175,1,Rotate,0,3,155,0.8,0.656560099547725,1,13040.199999999895,,,,,,,,,
5,0.3280519814138175,1,Rotate,0,4,381,-0.8,0.7146615714426714,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,0,5,348,0.8,-1.178219288942239,1,19646.499999999825,,,,,,,,,
5,0.3280519814138175,1,Rotate,0,6,381,0.8,1.0336777064993456,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,0,7,381,0.8,1.3183845194425956,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,0,8,284,0.8,-0.6610939749615016,1,20446.39999999979,,,,,,,,,
5,0.3280519814138175,1,Rotate,0,9,381,0.8,1.2758249943284667,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,0,10,225,0.8,0.20262983470524443,1,29630.499999999734,,,,,,,,,
5,0.3280519814138175,1,Rotate,0,11,76,-0.8,-1.2339614147685856,1,,,,,,,,,,
5,0.3280519814138175,1,Rotate,1,0,381,0.8,0.5273067873980635,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,1,1,381,-0.8,-1.376079885666701,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,1,2,183,-0.8,-1.181198672987066,1,,,,,,,,,,
5,0.3280519814138175,1,Rotate,1,3,381,0.8,-0.6943404350000697,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,1,4,381,0.8,1.3864810503184617,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,1,5,381,0.8,-0.8082498970059481,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,1,6,381,0.8,-0.16975667018669083,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,1,7,381,0.8,1.4489843360922707,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,1,8,273,0.8,-0.39481243641348307,1,20846.49999999965,,,,,,,,,
5,0.3280519814138175,1,Rotate,1,9,381,0.8,0.5889307427368626,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,1,10,381,0.8,1.4853988125308262,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,1,11,216,0.8,-0.02830882458071371,1,,,,,,,,,,
5,0.3280519814138175,1,Rotate,2,0,381,0.8,-0.5528825248719009,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,2,1,381,-0.8,0.2973984855382239,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,2,2,381,0.8,-0.49181007750382966,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,2,3,381,0.8,-1.1353649159556918,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,2,4,381,0.8,0.216105676274291,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,2,5,381,0.8,-0.8284897963271913,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,2,6,137,0.8,-1.0409390833118604,1,18510.2999999999,,,,,,,,,
5,0.3280519814138175,1,Rotate,2,7,381,0.8,-0.45195981259228013,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,2,8,381,0.8,-1.1992941239607822,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,2,9,381,0.8,1.292333705071131,0,,,,,,,,,,
5,0.3280519814138175,1,Rotate,2,10,381,0.8,1.2814253315994626,0,,,,,,,,,,
