trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2,3
1,0.3667397927399854,1,Rotate,0,0,194,0.8,-1.4225610493726932,0,,,,
1,0.3667397927399854,1,Rotate,0,1,194,-0.8,-0.7301178466259891,0,,,,
1,0.3667397927399854,1,Rotate,0,2,194,0.8,0.5807101991642911,0,,,,
1,0.3667397927399854,1,Rotate,0,3,219,0.8,-0.034371804424609964,1,3665.099999999628,,,
1,0.3667397927399854,1,Rotate,1,0,194,0.8,-0.31758445707057614,0,,,,
1,0.3667397927399854,1,Rotate,1,1,194,0.8,0.7421046872097361,0,,,,
1,0.3667397927399854,1,Rotate,1,2,194,0.8,0.4765869390254034,0,,,,
1,0.3667397927399854,1,Rotate,1,3,205,0.8,-0.26275410977042846,1,4248.299999999814,,,
1,0.3667397927399854,1,Rotate,2,0,308,0.8,-1.069402503062316,1,6198.199999999721,,,
1,0.3667397927399854,1,Rotate,2,1,194,0.8,-0.9306747512179254,0,,,,
1,0.3667397927399854,1,Rotate,2,2,194,0.8,0.47152878857694036,0,,,,
1,0.3667397927399854,1,Rotate,2,3,354,-0.8,-0.8084995185285881,1,4798.299999999814,,,
1,0.3667397927399854,1,Rotate,3,0,194,0.8,0.2988099791272265,0,,,,
1,0.3667397927399854,1,Rotate,3,1,1,-0.8,-0.2035748209470889,1,5598.299999999814,,,
1,0.3667397927399854,1,Rotate,3,2,194,0.8,-1.4715369887906105,0,,,,
1,0.3667397927399854,1,Rotate,3,3,194,0.8,0.8695952648893099,0,,,,
1,0.3667397927399854,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,63698.79999999981,201.0,,
2,0.394525901377127,1,None,0,0,192,0.8,0,0,,,,
2,0.394525901377127,1,None,0,1,192,0.8,0,0,,,,
2,0.394525901377127,1,None,0,2,192,0.8,0,0,,,,
2,0.394525901377127,1,None,0,3,192,0.8,0,0,,,,
2,0.394525901377127,1,None,0,4,192,-0.8,0,0,14129.600000000091,,,
2,0.394525901377127,1,None,0,5,192,-0.8,0,0,13196.100000000091,,,
2,0.394525901377127,1,None,1,0,254,0.8,0,1,1496.1999999997206,,,
2,0.394525901377127,1,None,1,1,362,0.8,0,1,4262.899999999907,,,
2,0.394525901377127,1,None,1,2,192,0.8,0,0,,,,
2,0.394525901377127,1,None,1,3,192,0.8,0,0,,,,
2,0.394525901377127,1,None,1,4,192,0.8,0,0,,,,
2,0.394525901377127,1,None,1,5,192,0.8,0,0,,,,
2,0.394525901377127,1,None,2,0,192,0.8,0,0,,,,
2,0.394525901377127,1,None,2,1,192,0.8,0,0,,,,
2,0.394525901377127,1,None,2,2,219,0.8,0,1,8312.799999999814,,,
2,0.394525901377127,1,None,2,3,192,0.8,0,0,,,,
2,0.394525901377127,1,None,2,4,216,0.8,0,1,10479.399999999909,,,
2,0.394525901377127,1,None,2,5,71,0.8,0,1,11862.69999999972,,,
2,0.394525901377127,1,None,3,0,368,0.8,0,1,2213.0,,,
2,0.394525901377127,1,None,3,1,166,0.8,0,1,5229.799999999814,,,
2,0.394525901377127,1,None,3,2,171,0.8,0,1,8879.799999999814,,,
2,0.394525901377127,1,None,3,3,192,0.8,0,0,,,,
2,0.394525901377127,1,None,3,4,192,-0.8,0,0,16881.600000000093,,,
