trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2,3,4
1,0.3861981862770117,1,Rotate,0,0,190,0.8,-1.1677673300789146,0,,,,,
1,0.3861981862770117,1,Rotate,0,1,190,0.8,0.10896929793254295,0,,,,,
1,0.3861981862770117,1,Rotate,0,2,36,0.8,-1.08532893118287,1,4423.199999928474,,,,
1,0.3861981862770117,1,Rotate,0,3,190,0.8,0.13725512897722325,0,,,,,
1,0.3861981862770117,1,Rotate,1,0,47,-0.8,-0.7059536457258965,1,1687.5999999046326,,,,
1,0.3861981862770117,1,Rotate,1,1,190,0.8,0.7497280307323715,0,,,,,
1,0.3861981862770117,1,Rotate,1,2,190,0.8,0.06974212042144057,0,,,,,
1,0.3861981862770117,1,Rotate,1,3,190,0.8,1.3028716319670006,0,,,,,
1,0.3861981862770117,1,Rotate,2,0,190,0.8,-1.1645780812651028,0,,,,,
1,0.3861981862770117,1,Rotate,2,1,26,0.8,0.9136634681850913,1,2935.399999976158,,,,
1,0.3861981862770117,1,Rotate,2,2,190,0.8,1.4566228794526723,0,,,,,
1,0.3861981862770117,1,Rotate,2,3,190,0.8,0.45881334045085476,0,,,,,
1,0.3861981862770117,1,Rotate,3,0,212,-0.8,1.0551491625662592,1,2327.6999999284744,,,,
1,0.3861981862770117,1,Rotate,3,1,367,0.8,0.8521800097931704,1,3463.1999999284744,,,,
1,0.3861981862770117,1,Rotate,3,2,190,0.8,-0.14744139341964924,0,,,,,
1,0.3861981862770117,1,Rotate,3,3,228,0.8,-1.1283427622827913,1,5471.299999952316,,,,
1,0.3861981862770117,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,12305.299999952316,404.0,,,
2,0.3722757368546788,1,Composite,0,0,107,0.8515694179844182,-0.10057657955796095,0,,,,,
2,0.3722757368546788,1,Composite,0,1,107,0.8026840827935571,-0.9615954753063733,0,,,,,
2,0.3722757368546788,1,Composite,0,2,254,-0.6340686966388801,-1.0602341874021253,1,5132.100000023842,,,,
2,0.3722757368546788,1,Composite,0,3,130,0.6648396717012705,-1.2248556994184936,1,7291.899999976158,,,,
2,0.3722757368546788,1,Composite,0,4,107,0.7808764927205277,-1.0631058974062748,0,,,,,
2,0.3722757368546788,1,Composite,0,5,11,0.7829759044935071,-1.368406992069424,1,10942.100000023842,,,,
2,0.3722757368546788,1,Composite,1,0,107,-0.7934111000996943,0.8191721102162091,0,,,,,
2,0.3722757368546788,1,Composite,1,1,170,-0.6406621459167717,1.185897775459123,1,4642.600000023842,,,,
2,0.3722757368546788,1,Composite,1,2,372,0.7536331196245241,0.12307382868133532,1,5475.399999976158,,,,
2,0.3722757368546788,1,Composite,1,3,124,0.6336346871389497,-1.0914214364006232,1,7708.5,,,,
2,0.3722757368546788,1,Composite,1,4,107,0.8069754524686492,-1.2800435800483763,0,,,,,
2,0.3722757368546788,1,Composite,1,5,107,0.7923042109750148,1.5027196148601596,0,,,,,
2,0.3722757368546788,1,Composite,2,0,306,0.7544818114731149,1.2220691689805916,1,1363.5,1827.5,2715.5,,
2,0.3722757368546788,1,Composite,2,1,107,-0.6290878392642183,1.3835165628216335,0,,,,,
2,0.3722757368546788,1,Composite,2,2,107,0.7630278567392078,0.24551732211910715,0,,,,,
2,0.3722757368546788,1,Composite,2,3,107,-0.7926712192548807,-0.7334379630636874,0,,,,,
2,0.3722757368546788,1,Composite,2,4,107,0.644486757290265,0.5844795872419182,0,,,,,
2,0.3722757368546788,1,Composite,2,5,107,0.6948914561387649,0.310788063675979,0,,,,,
2,0.3722757368546788,1,Composite,3,0,152,0.8870806213785777,-1.2893029338617659,1,3092.600000023842,,,,
2,0.3722757368546788,1,Composite,3,1,107,0.6487667029324984,1.0723808845433567,0,,,,,
2,0.3722757368546788,1,Composite,3,2,186,0.6752380320249358,-0.23594377011194645,1,6026.199999928474,,,,
2,0.3722757368546788,1,Composite,3,3,28,0.745328732741367,-0.9698500962616067,1,8192.0,,,,
2,0.3722757368546788,1,Composite,3,4,107,0.8524571379525889,0.5931346115750684,0,,,,,
2,0.3722757368546788,1,Composite,3,5,107,0.8908719168817225,0.9963555886306641,0,,,,,
2,0.3722757368546788,1,Composite,4,0,107,0.7373892944342848,1.465292330578639,0,,,,,
2,0.3722757368546788,1,Composite,4,1,107,0.8337719258111048,-0.7352150206557789,0,,,,,
2,0.3722757368546788,1,Composite,4,2,107,0.7740772908875871,-0.6757870183971302,0,,,,,
2,0.3722757368546788,1,Composite,4,3,107,-0.8801200028025782,1.046802638843118,0,,,,,
2,0.3722757368546788,1,Composite,4,4,107,0.6796283678102819,-0.34734829685603286,0,,,,,
2,0.3722757368546788,1,Composite,4,5,107,0.8016108633020964,1.2917303875918011,0,,,,,
2,0.3722757368546788,1,Composite,5,0,157,0.7061087875209193,-1.3788626977696763,1,3675.899999976158,,,,
2,0.3722757368546788,1,Composite,5,1,107,0.8962289249878828,-0.7812082272040016,0,,,,,
2,0.3722757368546788,1,Composite,5,2,155,0.6595960546353618,-0.13201600943875347,1,6531.399999976158,,,,
2,0.3722757368546788,1,Composite,5,3,378,0.8517994171595153,0.6535149801189286,1,9158.399999976158,,,,
2,0.3722757368546788,1,Composite,5,4,107,0.811472621106857,-1.3290163665713062,0,,,,,
2,0.3722757368546788,1,Composite,5,5,107,0.7027687843935535,1.0762630518128877,0,,,,,
2,0.3722757368546788,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,27312.79999995232,590.0,,,
3,0.3133484194767989,1,Scale,0,0,384,0.7652408209050974,0,0,,,,,
3,0.3133484194767989,1,Scale,0,1,384,0.6806498172766514,0,0,,,,,
3,0.3133484194767989,1,Scale,0,2,384,0.7010384231133735,0,0,,,,,
