trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2,3
1,0.3701230078339511,1,Scale,0,0,184,0.8807860385043607,0,0,,,,
1,0.3701230078339511,1,Scale,0,1,184,0.6289713070170216,0,0,,,,
1,0.3701230078339511,1,Scale,0,2,184,0.6624224987857419,0,0,,,,
1,0.3701230078339511,1,Scale,0,3,184,0.8751043289237057,0,0,,,,
1,0.3701230078339511,1,Scale,1,0,184,0.8965105726578689,0,0,,,,
1,0.3701230078339511,1,Scale,1,1,89,0.6257934356375214,0,1,5600.300000000279,,,
1,0.3701230078339511,1,Scale,1,2,184,0.6972332320531083,0,0,,,,
1,0.3701230078339511,1,Scale,1,3,217,0.6982678993515489,0,1,7326.5,,,
1,0.3701230078339511,1,Scale,2,0,184,0.7656790323410374,0,0,,,,
1,0.3701230078339511,1,Scale,2,1,20,0.6809688363610759,0,1,2417.100000000093,,,
1,0.3701230078339511,1,Scale,2,2,184,0.6548628400025376,0,0,,,,
1,0.3701230078339511,1,Scale,2,3,184,0.8990327038872941,0,0,,,,
1,0.3701230078339511,1,Scale,3,0,184,0.8755697278030263,0,0,,,,
1,0.3701230078339511,1,Scale,3,1,184,0.8619578151465762,0,0,,,,
1,0.3701230078339511,1,Scale,3,2,112,0.842846026023832,0,1,7750.399999999907,,,
1,0.3701230078339511,1,Scale,3,3,335,0.782547038388519,0,1,8050.0,,,
1,0.3701230078339511,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,17543.5,265.0,,
2,0.366358088305827,1,Rotate,0,0,342,0.8,1.4094597894232606,0,,,,
2,0.366358088305827,1,Rotate,0,1,342,0.8,-1.3736075586528296,0,,,,
2,0.366358088305827,1,Rotate,0,2,342,0.8,-0.32125206412004004,0,,,,
2,0.366358088305827,1,Rotate,0,3,158,0.8,0.9631943846868052,1,4545.799999999814,,,
2,0.366358088305827,1,Rotate,0,4,342,0.8,-0.6207327502894265,0,,,,
2,0.366358088305827,1,Rotate,0,5,135,0.8,-1.218889241975553,1,5191.799999999814,,,
2,0.366358088305827,1,Rotate,1,0,342,0.8,0.3508070717556864,0,,,,
2,0.366358088305827,1,Rotate,1,1,104,0.8,1.050714789950156,1,7399.700000000186,,,
2,0.366358088305827,1,Rotate,1,2,31,0.8,-1.4181722429140684,1,1000.5,,,
2,0.366358088305827,1,Rotate,1,3,73,0.8,-1.4798351873388784,1,4058.100000000093,,,
2,0.366358088305827,1,Rotate,1,4,364,0.8,-0.13221867357179895,1,,,,
2,0.366358088305827,1,Rotate,1,5,342,0.8,0.0840391587114162,0,,,,
2,0.366358088305827,1,Rotate,2,0,280,-0.8,-1.3143025796577585,1,7783.600000000093,,,
2,0.366358088305827,1,Rotate,2,1,266,0.8,-0.5613446478086566,1,7025.600000000093,,,
2,0.366358088305827,1,Rotate,2,2,342,0.8,-0.021785146822191015,0,,,,
2,0.366358088305827,1,Rotate,2,3,342,0.8,-0.8696068627950322,0,,,,
2,0.366358088305827,1,Rotate,2,4,121,0.8,-1.3337979409087188,1,1759.8999999999069,,,
2,0.366358088305827,1,Rotate,2,5,342,0.8,0.3559829015338771,0,,,,
2,0.366358088305827,1,Rotate,3,0,342,0.8,-0.8732080480126787,0,,,,
2,0.366358088305827,1,Rotate,3,1,342,0.8,0.3373304891342208,0,,,,
2,0.366358088305827,1,Rotate,3,2,342,0.8,1.0914909965029298,0,,,,
2,0.366358088305827,1,Rotate,3,3,297,0.8,0.5720193927674342,1,3511.600000000093,,,
2,0.366358088305827,1,Rotate,3,4,377,0.8,0.7965707044399561,1,2463.600000000093,,,
2,0.366358088305827,1,Rotate,3,5,342,0.8,0.8968736380108573,0,,,,
2,0.366358088305827,1,Rotate,4,0,342,0.8,1.4636074066658815,0,,,,
2,0.366358088305827,1,Rotate,4,1,342,0.8,0.3388539703796496,0,,,,
2,0.366358088305827,1,Rotate,4,2,342,0.8,1.443206799401334,0,,,,
2,0.366358088305827,1,Rotate,4,3,342,0.8,-0.016121588266511777,0,,,,
2,0.366358088305827,1,Rotate,4,4,342,0.8,-0.47626588521302016,0,,,,
2,0.366358088305827,1,Rotate,4,5,342,0.8,0.5477586468348101,0,,,,
2,0.366358088305827,1,Rotate,5,0,342,0.8,-1.090624493160413,0,,,,
2,0.366358088305827,1,Rotate,5,1,238,0.8,-0.21532844837397858,1,6324.899999999907,,,
2,0.366358088305827,1,Rotate,5,2,108,0.8,-0.4499370834333447,1,9441.899999999909,,,
2,0.366358088305827,1,Rotate,5,3,342,0.8,-1.0226562747434456,0,,,,
2,0.366358088305827,1,Rotate,5,4,342,-0.8,1.045481422365706,0,,,,
2,0.366358088305827,1,Rotate,5,5,342,0.8,-1.2532329948975227,0,,,,
2,0.366358088305827,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,41439.79999999981,597.0,,
3,0.3208078849695613,1,Composite,0,0,178,0.8238856330088691,0.9748997807438551,0,,,,
3,0.3208078849695613,1,Composite,0,1,178,0.777929801717273,-0.3621590366646441,0,,,,
3,0.3208078849695613,1,Composite,0,2,363,0.762000509835184,0.275634126667166,1,7416.800000000279,,,
3,0.3208078849695613,1,Composite,0,3,178,0.8035305736891936,-0.0580887074805434,0,,,,
3,0.3208078849695613,1,Composite,0,4,373,-0.7561689771227482,-1.1545056828100517,1,7000.200000000186,,,
3,0.3208078849695613,1,Composite,0,5,178,0.6295711136180112,0.4435424447055998,0,,,,
3,0.3208078849695613,1,Composite,0,6,178,0.7113814735442481,0.9377295979250131,0,,,,
3,0.3208078849695613,1,Composite,0,7,178,-0.8688443346389594,1.3676992935120404,0,,,,
3,0.3208078849695613,1,Composite,1,0,178,0.6598233922211001,0.20757860797585814,0,,,,
3,0.3208078849695613,1,Composite,1,1,303,-0.8228669312595545,-1.1182223270446034,1,5136.700000000186,,,
3,0.3208078849695613,1,Composite,1,2,178,0.6684206260074359,-0.4339795592697324,0,,,,
3,0.3208078849695613,1,Composite,1,3,345,0.8454398144257577,-1.3095932089919504,1,5960.399999999907,,,
3,0.3208078849695613,1,Composite,1,4,28,0.6852401567963902,0.07596025019238706,1,6456.700000000186,,,
3,0.3208078849695613,1,Composite,1,5,178,0.8340400334637049,0.640730704694219,0,,,,
3,0.3208078849695613,1,Composite,1,6,178,0.6004071673714574,1.4485715211155523,0,,,,
3,0.3208078849695613,1,Composite,1,7,178,0.8567078727023889,-1.5345217925852517,0,,,,
3,0.3208078849695613,1,Composite,2,0,178,0.6465299660136844,1.1851433397528344,0,,,,
3,0.3208078849695613,1,Composite,2,1,178,0.7619527782116403,1.2580084446514967,0,3248.100000000093,,,
3,0.3208078849695613,1,Composite,2,2,178,0.6795143283699114,0.9933633850907362,0,,,,
3,0.3208078849695613,1,Composite,2,3,178,0.7787454262527046,-1.3441375440105747,0,,,,
3,0.3208078849695613,1,Composite,2,4,178,0.8008175464830033,-0.9926714056780058,0,,,,
3,0.3208078849695613,1,Composite,2,5,178,0.7862532534733695,0.08183562515760112,0,,,,
3,0.3208078849695613,1,Composite,2,6,266,0.8930152066417851,-0.5085413093773117,1,13344.0,,,
3,0.3208078849695613,1,Composite,2,7,178,0.7789203943711891,-0.6848518812230742,0,,,,
3,0.3208078849695613,1,Composite,3,0,319,0.6197777087872904,0.6323970653334392,1,2464.2000000001863,,,
3,0.3208078849695613,1,Composite,3,1,256,0.7355221017384539,1.4531442864029733,1,4426.800000000279,,,
3,0.3208078849695613,1,Composite,3,2,22,0.6165111742426377,0.5939575709192191,1,1760.3999999999069,,,
3,0.3208078849695613,1,Composite,3,3,178,0.6298709498791919,0.6354614082810675,0,,,,
3,0.3208078849695613,1,Composite,3,4,178,0.819491221986351,-0.41642474335483226,0,,,,
3,0.3208078849695613,1,Composite,3,5,180,0.6440034663241937,-0.4165285178469087,1,12657.0,,,
3,0.3208078849695613,1,Composite,3,6,217,0.7214531060106313,0.7293707897675294,1,13064.100000000091,,,
3,0.3208078849695613,1,Composite,3,7,178,0.8023789083475643,0.8746690386414455,0,,,,
3,0.3208078849695613,1,Composite,4,0,178,0.7316529304301236,-0.01148067449816037,0,,,,
3,0.3208078849695613,1,Composite,4,1,43,0.6485446760248421,0.5554990910844761,1,1200.7000000001865,,,
3,0.3208078849695613,1,Composite,4,2,178,0.7569666036191779,-0.7378679368516782,0,,,,
3,0.3208078849695613,1,Composite,4,3,178,0.6074714146501784,-1.2827147130801717,0,,,,
3,0.3208078849695613,1,Composite,4,4,178,0.68442239085651,0.5629239742265248,0,,,,
3,0.3208078849695613,1,Composite,4,5,178,0.829945758572439,1.1036752136387635,0,,,,
3,0.3208078849695613,1,Composite,4,6,178,0.8092802627776814,-0.7866217168350029,0,,,,
3,0.3208078849695613,1,Composite,4,7,178,0.6257907529949797,-0.2778569329852161,0,,,,
3,0.3208078849695613,1,Composite,5,0,178,0.6139807630071357,1.4046249672963067,0,,,,
3,0.3208078849695613,1,Composite,5,1,56,0.7480255509343059,-0.52417431967694,1,928.7000000001864,,,
3,0.3208078849695613,1,Composite,5,2,173,0.679564719567733,0.33265104010963165,1,9160.0,,,
3,0.3208078849695613,1,Composite,5,3,118,0.8515750800337798,-0.2578508624822744,1,16659.5,,,
3,0.3208078849695613,1,Composite,5,4,178,0.662552261322701,0.6653525740356927,0,,,,
3,0.3208078849695613,1,Composite,5,5,203,0.8808256811085975,-1.0027963544421827,1,12126.5,,,
3,0.3208078849695613,1,Composite,5,6,178,0.6903007457143931,-0.5554310726365488,0,,,,
3,0.3208078849695613,1,Composite,5,7,236,0.8470717501565298,0.30254592724137175,1,14859.200000000186,,,
3,0.3208078849695613,1,Composite,6,0,178,0.6833363204708518,0.3263920854334592,0,,,,
3,0.3208078849695613,1,Composite,6,1,178,0.7857130286915528,-1.2218736980448541,0,,,,
3,0.3208078849695613,1,Composite,6,2,178,-0.6695372497048112,-0.13956868291290747,0,,,,
3,0.3208078849695613,1,Composite,6,3,178,0.7147205638280212,0.5478117093429686,0,,,,
3,0.3208078849695613,1,Composite,6,4,178,0.7685465892221294,1.1183583716336125,0,,,,
3,0.3208078849695613,1,Composite,6,5,178,-0.861826804284857,0.9645091506529493,0,,,,
3,0.3208078849695613,1,Composite,6,6,178,0.7032860570290409,-0.03339069030360653,0,,,,
3,0.3208078849695613,1,Composite,6,7,178,0.8836499546751374,-1.1630856265979792,0,,,,
3,0.3208078849695613,1,Composite,7,0,178,0.8009214561087658,-0.4221716561324238,0,,,,
3,0.3208078849695613,1,Composite,7,1,341,0.6646727880852891,1.1562976511129683,1,10112.100000000091,,,
3,0.3208078849695613,1,Composite,7,2,178,0.7360983741579858,0.2934252385641942,0,,,,
3,0.3208078849695613,1,Composite,7,3,178,0.6988676483176591,-1.0151926523863497,0,,,,
3,0.3208078849695613,1,Composite,7,4,281,0.6758903310061266,1.0750953904543428,1,11400.600000000091,,,
3,0.3208078849695613,1,Composite,7,5,333,0.8558948825972961,-1.564034038834086,1,15544.0,,,
3,0.3208078849695613,1,Composite,7,6,178,0.6554798221381488,-0.44762847024139685,0,,,,
3,0.3208078849695613,1,Composite,7,7,178,0.8442380296205728,0.24974347188862844,0,,,,
3,0.3208078849695613,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,61113.0,581.0,,
4,0.3282525622209103,1,None,0,0,368,-0.8,0,0,,,,
4,0.3282525622209103,1,None,0,1,368,0.8,0,0,,,,
4,0.3282525622209103,1,None,0,2,368,0.8,0,0,,,,
4,0.3282525622209103,1,None,0,3,368,0.8,0,0,,,,
4,0.3282525622209103,1,None,0,4,368,0.8,0,0,,,,
4,0.3282525622209103,1,None,0,5,368,-0.8,0,0,,,,
