trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2,3
1,0.3530729621358611,1,Scale,0,0,326,0.609215749657128,0,0,,,,
1,0.3530729621358611,1,Scale,0,1,326,0.7865957402155859,0,0,,,,
1,0.3530729621358611,1,Scale,0,2,326,0.7676913168457691,0,0,,,,
1,0.3530729621358611,1,Scale,0,3,290,0.8418263807325832,0,1,5733.399999999907,,,
1,0.3530729621358611,1,Scale,1,0,326,0.6841305531592359,0,0,,,,
1,0.3530729621358611,1,Scale,1,1,200,0.6158665232981423,0,1,,,,
1,0.3530729621358611,1,Scale,1,2,326,0.8551472375695592,0,0,,,,
1,0.3530729621358611,1,Scale,1,3,326,0.730408611202142,0,0,,,,
1,0.3530729621358611,1,Scale,2,0,164,-0.7171314277861514,0,1,3604.899999999907,,,
1,0.3530729621358611,1,Scale,2,1,326,0.8917573343816532,0,0,,,,
1,0.3530729621358611,1,Scale,2,2,326,0.8419052050174538,0,0,,,,
1,0.3530729621358611,1,Scale,2,3,326,0.6196105257910507,0,0,,,,
1,0.3530729621358611,1,Scale,3,0,326,0.6002502483246139,0,0,,,,
1,0.3530729621358611,1,Scale,3,1,334,0.6701061010396385,0,1,4856.100000000093,,,
1,0.3530729621358611,1,Scale,3,2,261,0.6323425327242217,0,1,4389.600000000093,,,
1,0.3530729621358611,1,Scale,3,3,326,0.8968489176543532,0,0,,,,
1,0.3530729621358611,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,14797.300000000048,254.0,,
2,0.3685774242433323,1,Composite,0,0,379,0.8321788873448632,-0.5435627377948464,1,5812.799999999814,,,
2,0.3685774242433323,1,Composite,0,1,374,-0.6486346190811982,0.27097146494301794,1,5397.199999999953,,,
2,0.3685774242433323,1,Composite,0,2,118,0.6315563248673519,0.1406944346602068,1,3505.5,,,
2,0.3685774242433323,1,Composite,0,3,128,0.8112842184489801,-1.3495022600579578,0,,,,
2,0.3685774242433323,1,Composite,0,4,80,0.8409334762122966,-0.45538141350320394,1,2933.5,,,
2,0.3685774242433323,1,Composite,0,5,128,0.7536988686941547,-1.134778769263196,0,,,,
2,0.3685774242433323,1,Composite,1,0,128,0.6103916136969467,-0.7673301660424258,0,,,,
2,0.3685774242433323,1,Composite,1,1,128,0.6874596417210488,1.1476363321188856,0,,,,
2,0.3685774242433323,1,Composite,1,2,128,-0.842576565837679,-1.2921882498261315,0,,,,
2,0.3685774242433323,1,Composite,1,3,128,0.8080430703421679,1.1906628820281022,0,,,,
2,0.3685774242433323,1,Composite,1,4,128,0.872357494776912,-0.36008329699862807,0,,,,
2,0.3685774242433323,1,Composite,1,5,128,0.8653054358228505,0.23311687567903805,0,,,,
2,0.3685774242433323,1,Composite,2,0,128,0.8771161422782776,1.14415562509781,0,,,,
2,0.3685774242433323,1,Composite,2,1,227,0.6162831523673777,1.1938867102922766,1,,,,
2,0.3685774242433323,1,Composite,2,2,384,0.8058212054031322,-1.0691679490192478,1,7380.899999999907,,,
2,0.3685774242433323,1,Composite,2,3,273,0.8168154449665594,0.9778140052187396,1,,,,
2,0.3685774242433323,1,Composite,2,4,128,0.630509893543674,-0.11543783737998581,0,,,,
2,0.3685774242433323,1,Composite,2,5,128,0.810856479695325,0.9793138031521362,0,,,,
2,0.3685774242433323,1,Composite,3,0,45,0.756072129684898,0.0632759455299352,1,6644.09999999986,,,
2,0.3685774242433323,1,Composite,3,1,128,0.6351000212331983,0.7431983739472305,0,,,,
2,0.3685774242433323,1,Composite,3,2,337,-0.7760970115643283,0.4816228587547329,1,9622.899999999909,,,
2,0.3685774242433323,1,Composite,3,3,181,0.6304119084399552,-0.13069427546785795,1,9244.199999999952,,,
2,0.3685774242433323,1,Composite,3,4,128,0.6989506633024526,-0.05941833840663935,0,,,,
2,0.3685774242433323,1,Composite,3,5,123,0.7631868615977491,0.04912512501449995,1,,,,
2,0.3685774242433323,1,Composite,4,0,128,0.8961420826077858,-1.189651877347669,0,,,,
2,0.3685774242433323,1,Composite,4,1,128,0.6790062292952548,-0.5034120280892245,0,,,,
2,0.3685774242433323,1,Composite,4,2,279,0.8766975425330576,-0.9329794051032154,1,9900.59999999986,,,
2,0.3685774242433323,1,Composite,4,3,128,0.633037978631465,0.2248989411697786,0,,,,
2,0.3685774242433323,1,Composite,4,4,128,0.8523284051727549,1.2294234674083486,0,,,,
2,0.3685774242433323,1,Composite,4,5,128,-0.6266687705733699,-0.08008552409884828,0,,,,
